date,open,high,low,close,5ma,20ma,60ma,120ma,trading
2011-06-10,"6,739","7,277","6,676","6,771","6,606.80","6,404.85","6,439.63","6,175.47","670,585"
2011-06-13,"6,739","6,961","6,518","6,550","6,606.80","6,400.10","6,449.35","6,182.48","240,158"
2011-06-14,"6,518","6,929","6,455","6,834","6,663.60","6,406.40","6,460.10","6,191.98","321,260"
2011-06-15,"6,898","7,246","6,866","6,929","6,739.40","6,430.10","6,475.82","6,202.47","336,285"
2011-06-16,"6,803","7,087","6,803","6,866","6,790.00","6,458.25","6,490.37","6,214.18","231,630"
2011-06-17,"7,151","7,151","6,739","6,929","6,821.60","6,497.45","6,506.08","6,226.14","195,850"
2011-06-20,"7,277","7,847","7,277","7,594","7,030.40","6,567.05","6,535.40","6,243.23","1,956,588"
2011-06-21,"7,689","7,689","7,372","7,562","7,176.00","6,644.90","6,563.57","6,260.00","715,845"
2011-06-22,"7,436","7,499","7,056","7,246","7,239.40","6,695.20","6,585.72","6,274.77","861,351"
2011-06-23,"7,246","7,562","7,214","7,467","7,359.60","6,753.75","6,608.60","6,291.90","563,910"
2011-06-24,"7,499","7,784","7,277","7,277","7,429.20","6,805.30","6,628.95","6,306.67","750,395"
2011-06-27,"7,151","7,277","7,024","7,214","7,353.20","6,854.95","6,646.88","6,319.06","324,759"
2011-06-28,"7,277","7,467","7,214","7,309","7,302.60","6,905.60","6,665.23","6,331.66","298,138"
2011-06-29,"7,467","7,467","7,246","7,341","7,321.60","6,951.50","6,682.75","6,344.68","201,758"
2011-06-30,"7,341","7,594","7,246","7,562","7,340.60","7,003.70","6,706.37","6,359.39","304,625"
2011-07-01,"7,562","7,657","7,436","7,562","7,397.60","7,063.80","6,727.03","6,374.42","335,624"
2011-07-04,"7,594","7,784","7,467","7,467","7,448.20","7,109.65","6,746.02","6,388.18","472,967"
2011-07-05,"7,436","7,720","7,404","7,657","7,517.80","7,165.00","6,752.35","6,403.10","452,438"
2011-07-06,"7,657","8,068","7,657","7,910","7,631.60","7,233.00","6,772.92","6,420.77","1,145,480"
2011-07-07,"7,973","8,321","7,942","8,005","7,720.20","7,302.60","6,792.95","6,437.80","817,414"
2011-07-08,"8,100","8,321","7,942","8,321","7,872.00","7,380.10","6,821.95","6,456.78","533,753"
2011-07-11,"8,480","8,859","8,448","8,859","8,150.40","7,495.55","6,856.22","6,480.93","1,008,649"
2011-07-12,"8,701","8,986","8,670","8,923","8,403.60","7,600.00","6,892.62","6,507.41","674,262"
2011-07-13,"8,923","9,049","8,511","8,828","8,587.20","7,694.95","6,929.53","6,533.25","526,373"
2011-07-14,"8,796","9,112","8,670","9,112","8,808.60","7,807.25","6,966.43","6,561.51","475,791"
2011-07-15,"9,112","9,207","8,796","8,859","8,916.20","7,903.75","6,999.12","6,587.40","456,057"
2011-07-18,"8,954","9,018","8,670","8,954","8,935.20","7,971.75","7,035.50","6,613.61","336,332"
2011-07-19,"8,954","9,144","8,859","9,018","8,954.20","8,044.55","7,071.37","6,640.77","316,698"
2011-07-20,"9,049","9,524","9,018","9,461","9,080.80","8,155.30","7,110.93","6,671.83","628,798"
2011-07-21,"9,461","9,492","9,207","9,461","9,150.60","8,255.00","7,151.55","6,703.90","364,323"
2011-07-22,"9,682","9,840","9,461","9,777","9,334.20","8,380.00","7,201.65","6,738.76","467,866"
2011-07-25,"9,840","10,062","9,682","9,935","9,530.40","8,516.05","7,260.18","6,774.73","566,443"
2011-07-26,"9,998","10,125","9,809","10,125","9,751.80","8,656.85","7,322.93","6,812.48","229,659"
2011-07-27,"10,252","10,821","9,967","10,821","10,023.80","8,830.85","7,396.23","6,856.68","621,284"
2011-07-28,"10,821","11,391","10,663","10,758","10,283.20","8,990.65","7,464.27","6,900.29","855,918"
2011-07-29,"10,758","10,853","9,904","10,505","10,428.80","9,137.80","7,530.72","6,935.10","975,654"
2011-08-01,"10,568","10,853","10,283","10,663","10,574.40","9,297.60","7,598.75","6,970.96","570,993"
2011-08-02,"10,631","10,789","9,904","10,062","10,561.80","9,417.85","7,655.70","7,001.02","483,085"
2011-08-03,"9,745","10,283","9,587","10,093","10,416.20","9,527.00","7,715.28","7,033.18","490,260"
2011-08-04,"10,093","10,410","9,967","9,967","10,258.00","9,625.10","7,773.30","7,065.88","383,977"
2011-08-05,"9,176","9,619","8,859","9,176","9,992.20","9,667.85","7,817.60","7,093.15","442,724"
2011-08-08,"8,733","9,302","7,847","7,910","9,441.60","9,620.40","7,838.68","7,109.76","930,430"
2011-08-09,"7,372","8,986","6,739","8,575","9,144.20","9,603.00","7,869.80","7,130.59","1,192,993"
2011-08-10,"9,366","9,366","8,575","8,764","8,878.40","9,599.80","7,908.28","7,154.69","744,784"
2011-08-11,"8,100","9,049","8,100","8,828","8,650.60","9,585.60","7,950.37","7,179.06","477,174"
2011-08-12,"9,081","9,302","8,448","8,575","8,530.40","9,571.40","7,990.87","7,199.94","587,198"
2011-08-16,"8,891","9,207","8,670","9,144","8,777.20","9,580.90","8,039.90","7,226.10","872,749"
2011-08-17,"9,049","9,587","8,986","9,271","8,916.40","9,593.55","8,094.33","7,250.63","614,886"
2011-08-18,"9,302","9,492","8,828","8,828","8,929.20","9,561.90","8,137.47","7,272.88","405,571"
2011-08-19,"8,163","8,638","7,784","7,784","8,720.40","9,478.05","8,162.27","7,285.02","602,427"
2011-08-22,"7,720","8,353","7,499","7,973","8,600.00","9,387.85","8,191.05","7,295.83","428,265"
2011-08-23,"8,132","8,638","8,100","8,416","8,454.40","9,311.90","8,227.63","7,311.38","218,035"
2011-08-24,"8,638","8,891","8,385","8,416","8,283.40","9,226.45","8,262.97","7,325.08","257,656"
2011-08-25,"8,701","8,796","8,290","8,353","8,188.40","9,103.05","8,295.13","7,342.07","144,659"
2011-08-26,"8,416","8,828","8,416","8,606","8,352.80","8,995.45","8,329.93","7,360.78","224,555"
2011-08-29,"8,859","8,859","8,606","8,670","8,492.20","8,903.70","8,368.43","7,380.73","192,270"
2011-08-30,"8,796","9,144","8,764","8,828","8,574.60","8,811.95","8,406.40","7,403.67","271,866"
2011-08-31,"8,923","8,954","8,701","8,859","8,663.20","8,751.80","8,444.88","7,425.33","147,768"
2011-09-01,"8,891","9,144","8,353","8,448","8,682.20","8,669.55","8,476.52","7,444.48","344,719"
2011-09-02,"8,385","8,638","7,973","8,258","8,612.60","8,584.10","8,503.93","7,463.35","299,347"
2011-09-05,"8,163","8,163","7,942","8,037","8,486.00","8,527.15","8,525.03","7,482.33","135,503"
2011-09-06,"7,973","8,163","7,847","7,973","8,315.00","8,530.30","8,548.75","7,499.05","167,127"
2011-09-07,"8,163","8,353","8,005","8,321","8,207.40","8,517.60","8,573.53","7,516.82","152,916"
2011-09-08,"8,543","8,543","8,005","8,037","8,125.20","8,481.25","8,592.00","7,533.91","128,244"
2011-09-09,"7,910","8,163","7,784","7,910","8,055.60","8,435.35","8,609.40","7,549.88","120,360"
2011-09-14,"8,005","8,100","7,625","7,625","7,973.20","8,387.85","8,621.00","7,563.54","153,004"
2011-09-15,"7,815","7,973","7,277","7,594","7,897.40","8,310.35","8,621.00","7,578.20","179,448"
2011-09-16,"7,784","7,815","7,562","7,689","7,771.00","8,231.25","8,623.12","7,593.34","142,007"
2011-09-19,"7,689","7,689","7,056","7,056","7,574.80","8,142.65","8,619.95","7,602.83","262,857"
2011-09-20,"6,961","7,467","6,961","7,341","7,461.00","8,120.50","8,617.85","7,613.23","269,399"
2011-09-21,"7,372","7,689","7,372","7,594","7,454.80","8,101.55","8,623.13","7,626.04","139,852"
2011-09-22,"7,499","7,530","7,341","7,404","7,416.80","8,050.95","8,626.30","7,636.59","137,752"
2011-09-23,"7,087","7,277","6,645","6,676","7,214.20","7,963.95","8,615.75","7,640.49","347,851"
2011-09-26,"6,708","6,834","5,695","5,695","6,942.00","7,831.05","8,588.32","7,635.53","526,413"
2011-09-27,"5,759","6,252","5,759","6,202","6,714.20","7,710.85","8,565.65","7,636.01","240,471"
2011-09-28,"6,296","6,486","5,727","6,202","6,435.80","7,587.45","8,542.98","7,635.01","186,319"
2011-09-29,"5,961","6,391","5,961","6,328","6,220.60","7,462.45","8,524.00","7,635.01","106,556"
2011-09-30,"6,328","6,550","6,328","6,550","6,195.40","7,347.00","8,505.55","7,628.95","99,165"
2011-10-04,"6,138","6,246","5,942","6,233","6,303.00","7,236.25","8,477.60","7,625.26","121,050"
2011-10-05,"6,391","6,391","5,822","5,917","6,246.00","7,119.20","8,442.80","7,617.88","147,873"
2011-10-06,"6,132","6,284","5,980","5,980","6,201.60","7,016.35","8,403.78","7,612.87","149,029"
2011-10-07,"6,043","6,676","6,043","6,391","6,214.20","6,937.25","8,362.65","7,609.43","320,795"
2011-10-10,"6,455","6,613","6,328","6,328","6,169.80","6,837.60","8,319.40","7,606.01","151,486"
2011-10-11,"6,581","6,834","6,486","6,581","6,239.40","6,764.80","8,281.95","7,605.74","240,691"
2011-10-12,"6,518","7,499","6,455","7,467","6,549.40","6,742.65","8,254.53","7,610.48","420,593"
2011-10-13,"7,562","7,910","7,467","7,657","6,884.80","6,744.25","8,234.50","7,616.81","341,719"
2011-10-14,"7,657","7,942","7,372","7,815","7,169.60","6,755.30","8,215.52","7,625.51","200,666"
2011-10-17,"7,942","8,005","7,594","7,657","7,435.40","6,753.70","8,192.83","7,632.10","263,872"
2011-10-18,"7,436","7,594","7,246","7,562","7,631.60","6,779.00","8,161.18","7,636.06","132,896"
2011-10-19,"7,657","7,815","7,277","7,436","7,625.40","6,783.75","8,127.43","7,639.49","174,235"
2011-10-20,"7,499","7,815","7,182","7,182","7,530.40","6,763.15","8,084.18","7,642.92","312,829"
2011-10-21,"7,309","7,625","7,246","7,499","7,467.20","6,767.90","8,043.58","7,651.88","162,642"
2011-10-24,"7,625","8,606","7,467","8,575","7,650.80","6,862.85","8,017.75","7,670.34","1,085,550"
2011-10-25,"8,480","8,575","8,100","8,163","7,771.00","6,986.25","7,973.45","7,684.84","413,796"
2011-10-26,"8,037","8,764","8,037","8,543","7,992.40","7,103.30","7,936.53","7,700.40","715,516"
2011-10-27,"8,543","8,606","8,290","8,416","8,239.20","7,214.00","7,901.72","7,716.22","262,320"
2011-10-28,"8,543","8,606","8,068","8,227","8,384.80","7,308.95","7,861.12","7,729.93","250,223"
2011-10-31,"8,258","8,859","8,132","8,701","8,410.00","7,416.50","7,838.43","7,747.07","686,490"
2011-11-01,"8,575","8,891","8,511","8,543","8,486.00","7,532.00","7,812.60","7,763.94","233,436"
2011-11-02,"8,163","8,416","8,068","8,227","8,422.80","7,647.50","7,783.60","7,778.45","215,135"
2011-11-03,"8,416","8,416","7,847","7,879","8,315.40","7,742.45","7,761.98","7,789.79","309,708"
2011-11-04,"8,163","8,321","8,068","8,100","8,290.00","7,827.90","7,765.15","7,801.92","209,519"
2011-11-07,"8,068","8,575","8,068","8,163","8,182.40","7,919.65","7,758.28","7,814.04","342,296"
2011-11-08,"8,321","8,353","7,910","7,910","8,055.80","7,986.10","7,744.05","7,826.17","229,048"
2011-11-09,"8,100","8,448","8,037","8,353","8,081.00","8,030.40","7,736.13","7,843.25","353,386"
2011-11-10,"7,973","8,132","7,657","7,689","8,043.00","8,032.00","7,721.37","7,856.12","382,721"
2011-11-11,"7,879","7,942","7,752","7,815","7,986.00","8,032.00","7,699.22","7,869.56","210,960"
2011-11-14,"7,942","8,068","7,879","7,879","7,929.20","8,043.10","7,676.02","7,885.18","232,685"
2011-11-15,"7,910","7,910","7,436","7,625","7,872.20","8,046.25","7,655.97","7,896.72","332,860"
2011-11-16,"7,720","7,720","7,151","7,151","7,631.80","8,032.00","7,645.42","7,903.84","336,418"
2011-11-17,"7,309","7,436","7,151","7,404","7,574.80","8,043.10","7,635.93","7,913.49","146,579"
2011-11-18,"7,214","7,277","7,056","7,182","7,448.20","8,027.25","7,615.37","7,921.50","155,915"
2011-11-21,"7,151","7,182","6,866","6,961","7,264.60","7,946.55","7,591.12","7,927.04","214,241"
2011-11-22,"6,803","7,024","6,803","6,961","7,131.80","7,886.45","7,567.92","7,931.53","121,004"
2011-11-23,"7,056","7,151","6,739","6,739","7,049.40","7,796.25","7,536.80","7,933.37","147,009"
2011-11-24,"6,708","6,993","6,645","6,993","6,967.20","7,725.10","7,508.85","7,938.64","192,855"
2011-11-25,"6,961","7,056","6,739","7,056","6,942.00","7,666.55","7,479.32","7,942.86","129,456"
2011-11-28,"7,119","7,341","7,056","7,151","6,980.00","7,589.05","7,450.85","7,947.87","157,789"
2011-11-29,"7,246","7,277","7,056","7,182","7,024.20","7,521.00","7,429.75","7,953.13","157,652"
2011-11-30,"7,119","7,499","7,119","7,151","7,106.60","7,467.20","7,411.30","7,957.62","208,756"
2011-12-01,"7,372","7,689","7,246","7,562","7,220.40","7,451.35","7,403.38","7,964.21","434,647"
2011-12-02,"7,594","7,879","7,436","7,657","7,340.60","7,429.20","7,398.12","7,973.43","231,868"
2011-12-05,"7,752","7,815","7,467","7,467","7,403.80","7,394.40","7,383.88","7,978.71","138,624"
2011-12-06,"7,530","8,005","7,499","7,879","7,543.20","7,392.85","7,381.25","7,986.63","546,219"
2011-12-07,"7,973","8,163","7,784","7,784","7,669.80","7,364.40","7,379.15","7,994.28","326,769"
2011-12-08,"7,879","8,005","7,720","7,815","7,720.40","7,370.70","7,382.32","8,001.66","346,452"
2011-12-09,"7,657","7,720","7,467","7,499","7,688.80","7,354.90","7,380.73","8,000.87","231,552"
2011-12-12,"7,689","8,100","7,530","8,100","7,815.40","7,365.95","7,387.58","8,005.35","612,640"
2011-12-13,"7,973","8,321","7,879","8,005","7,840.60","7,384.95","7,403.40","8,011.68","525,272"
2011-12-14,"8,132","8,448","8,005","8,290","7,941.80","7,441.90","7,419.22","8,018.53","746,707"
2011-12-15,"8,227","8,290","7,973","8,037","7,986.20","7,473.55","7,426.60","8,024.87","242,521"
2011-12-16,"8,100","8,100","7,562","7,720","8,030.40","7,500.45","7,431.87","8,029.08","324,376"
2011-12-19,"7,720","7,752","6,676","7,024","7,815.20","7,503.60","7,437.67","8,026.71","485,266"
2011-12-20,"7,151","7,436","6,961","7,341","7,682.40","7,522.60","7,465.10","8,026.71","255,349"
2011-12-21,"7,594","7,815","7,436","7,436","7,511.60","7,557.45","7,485.67","8,025.66","300,225"
2011-12-22,"7,372","7,467","7,119","7,151","7,334.40","7,565.35","7,501.48","8,022.23","293,291"
2011-12-23,"7,246","7,372","7,056","7,151","7,220.60","7,570.10","7,515.20","8,019.60","184,962"
2011-12-26,"7,246","7,372","7,087","7,119","7,239.60","7,568.50","7,524.68","8,015.12","256,558"
2011-12-27,"7,087","7,182","6,550","6,898","7,151.00","7,554.30","7,535.77","8,006.68","282,435"
2011-12-28,"6,961","7,436","6,898","7,277","7,119.20","7,560.60","7,558.43","8,000.62","319,975"
2011-12-29,"7,151","7,277","7,087","7,119","7,112.80","7,538.45","7,577.42","7,990.60","142,289"
2012-01-02,"7,214","7,246","6,961","7,024","7,087.40","7,506.80","7,587.97","7,975.31","197,692"
2012-01-03,"7,151","7,182","7,056","7,119","7,087.40","7,489.40","7,601.15","7,960.28","233,219"
2012-01-04,"7,182","7,214","7,024","7,087","7,125.20","7,449.80","7,609.58","7,945.77","266,049"
2012-01-05,"7,119","7,277","7,056","7,151","7,100.00","7,418.15","7,604.32","7,929.43","208,291"
2012-01-06,"7,182","8,195","7,119","8,195","7,315.20","7,437.15","7,613.28","7,923.89","2,073,574"
2012-01-09,"8,037","8,511","7,847","8,385","7,587.40","7,481.45","7,622.78","7,919.15","1,524,744"
2012-01-10,"8,480","8,511","8,195","8,195","7,802.60","7,486.20","7,631.75","7,912.29","633,923"
2012-01-11,"8,321","8,670","8,100","8,227","8,030.60","7,497.30","7,642.83","7,902.01","750,833"
2012-01-12,"8,227","8,638","8,132","8,511","8,302.60","7,508.35","7,660.75","7,894.09","955,172"
2012-01-13,"8,480","8,670","8,353","8,448","8,353.20","7,528.90","7,681.85","7,883.02","442,394"
2012-01-16,"8,828","9,302","8,606","8,796","8,435.40","7,582.70","7,703.47","7,873.53","1,933,337"
2012-01-17,"8,796","8,891","8,480","8,701","8,536.60","7,666.55","7,705.57","7,861.66","497,668"
2012-01-18,"8,701","8,828","8,227","8,227","8,536.60","7,710.85","7,706.63","7,840.04","430,188"
2012-01-19,"8,258","8,416","8,132","8,290","8,492.40","7,753.55","7,702.42","7,819.48","306,516"
2012-01-20,"8,258","8,416","7,973","8,227","8,448.20","7,807.35","7,699.27","7,800.49","257,080"
2012-01-25,"8,290","8,670","8,227","8,606","8,410.20","7,880.10","7,705.58","7,783.35","472,090"
2012-01-26,"8,764","8,923","8,416","8,416","8,353.20","7,944.95","7,700.83","7,769.63","488,855"
2012-01-27,"8,543","8,638","8,321","8,416","8,391.00","8,020.85","7,698.72","7,755.66","230,729"
2012-01-30,"8,543","8,796","8,416","8,416","8,416.20","8,077.80","7,701.87","7,742.73","466,273"
2012-01-31,"8,385","8,511","8,163","8,258","8,422.40","8,134.75","7,708.18","7,735.08","299,873"
2012-02-01,"8,290","8,416","8,227","8,258","8,352.80","8,196.45","7,710.82","7,737.98","260,931"
2012-02-02,"8,385","8,701","8,290","8,575","8,384.60","8,269.25","7,717.68","7,737.98","677,875"
2012-02-03,"8,606","8,701","8,195","8,258","8,353.00","8,327.80","7,723.48","7,733.77","334,739"
2012-02-06,"8,321","8,353","7,942","8,037","8,277.20","8,372.10","7,718.22","7,727.18","423,907"
2012-02-07,"8,068","8,321","8,068","8,132","8,252.00","8,368.95","7,725.60","7,723.48","220,936"
2012-02-08,"8,132","8,290","8,037","8,037","8,207.80","8,351.55","7,729.30","7,714.26","237,597"
2012-02-09,"8,068","8,258","7,910","8,258","8,144.40","8,354.70","7,735.62","7,705.82","329,130"
2012-02-10,"8,321","8,480","8,227","8,258","8,144.40","8,356.25","7,746.17","7,701.07","416,590"
2012-02-13,"8,227","8,575","8,163","8,543","8,245.60","8,357.85","7,769.37","7,707.39","407,728"
2012-02-14,"8,543","8,543","8,195","8,227","8,264.60","8,346.80","7,783.08","7,709.51","492,747"
2012-02-15,"8,227","8,258","7,973","8,100","8,277.20","8,312.00","7,798.38","7,706.88","383,590"
2012-02-16,"8,037","8,195","7,973","7,973","8,220.20","8,275.60","7,815.25","7,703.18","234,820"
2012-02-17,"8,100","8,100","7,815","7,847","8,138.00","8,256.60","7,830.02","7,698.97","356,041"
2012-02-20,"7,910","8,258","7,879","8,068","8,043.00","8,245.50","7,852.17","7,694.48","422,849"
2012-02-21,"7,847","8,037","7,752","7,879","7,973.40","8,228.10","7,866.93","7,687.89","271,043"
2012-02-22,"7,973","8,005","7,720","7,784","7,910.20","8,187.00","7,879.07","7,679.19","230,524"
2012-02-23,"7,720","7,973","7,625","7,973","7,910.20","8,164.85","7,892.77","7,671.81","290,085"
2012-02-24,"7,973","8,163","7,847","7,910","7,922.80","8,139.55","7,904.90","7,667.33","220,908"
2012-02-27,"7,973","8,005","7,657","7,815","7,872.20","8,109.50","7,915.97","7,663.63","179,769"
2012-02-28,"7,752","7,910","7,720","7,784","7,853.20","8,085.80","7,919.67","7,661.53","81,713"
2012-02-29,"7,847","7,910","7,752","7,752","7,846.80","8,060.50","7,921.25","7,659.68","155,373"
2012-03-02,"7,784","8,005","7,689","7,879","7,828.00","8,025.70","7,928.12","7,656.00","187,304"
2012-03-05,"7,847","7,910","7,720","7,784","7,802.80","8,002.00","7,926.53","7,653.89","96,722"
2012-03-06,"7,752","7,784","7,594","7,657","7,771.20","7,983.00","7,924.42","7,651.78","143,253"
2012-03-07,"7,499","7,657","7,467","7,657","7,745.80","7,959.25","7,921.78","7,652.05","91,074"
2012-03-08,"7,657","7,752","7,562","7,752","7,745.80","7,945.00","7,926.00","7,653.37","116,772"
2012-03-09,"7,784","7,847","7,657","7,720","7,714.00","7,918.10","7,919.67","7,653.63","112,278"
2012-03-12,"7,689","7,815","7,657","7,720","7,701.20","7,891.20","7,914.92","7,659.16","110,109"
2012-03-13,"7,784","7,879","7,720","7,847","7,739.20","7,856.40","7,907.53","7,663.38","147,023"
2012-03-14,"7,942","7,973","7,752","7,752","7,758.20","7,832.65","7,902.78","7,664.69","140,889"
2012-03-15,"7,784","7,815","7,499","7,562","7,720.20","7,805.75","7,900.15","7,666.01","210,736"
2012-03-16,"7,625","7,625","7,530","7,594","7,695.00","7,786.80","7,909.65","7,673.66","114,540"
2012-03-19,"7,594","7,657","7,341","7,467","7,644.40","7,767.80","7,911.75","7,688.43","223,160"
2012-03-20,"7,404","7,467","7,214","7,214","7,517.80","7,725.10","7,908.05","7,696.86","238,870"
2012-03-21,"7,182","7,341","7,182","7,214","7,410.20","7,691.85","7,909.10","7,705.29","122,030"
2012-03-22,"7,277","7,372","7,214","7,309","7,359.60","7,668.10","7,911.73","7,713.47","101,872"
2012-03-23,"7,246","7,309","7,087","7,087","7,258.20","7,623.80","7,911.20","7,717.94","107,354"
2012-03-26,"7,087","7,277","7,056","7,087","7,182.20","7,582.65","7,914.35","7,725.06","98,911"
2012-03-27,"7,119","7,277","6,771","6,961","7,131.60","7,539.95","7,909.08","7,733.76","208,138"
2012-03-28,"7,056","7,056","6,645","6,739","7,036.60","7,487.70","7,902.75","7,740.08","186,144"
2012-03-29,"6,581","6,771","6,423","6,486","6,872.00","7,424.40","7,893.78","7,740.88","236,756"
2012-03-30,"6,423","6,739","6,423","6,676","6,789.80","7,364.25","7,886.40","7,743.78","118,808"
2012-04-02,"6,771","6,961","6,613","6,771","6,726.60","7,313.60","7,881.13","7,745.36","121,935"
2012-04-03,"6,771","6,866","6,550","6,645","6,663.40","7,263.00","7,872.70","7,738.51","109,940"
2012-04-04,"6,613","6,676","6,315","6,322","6,580.00","7,196.25","7,841.48","7,727.38","269,932"
2012-04-05,"6,208","6,391","6,208","6,391","6,561.00","7,128.20","7,808.25","7,715.52","135,039"
2012-04-06,"6,360","6,423","6,315","6,328","6,491.40","7,058.60","7,777.13","7,704.44","73,657"
2012-04-09,"6,328","6,423","6,126","6,138","6,364.80","6,979.50","7,742.32","7,692.58","119,162"
2012-04-10,"6,145","6,315","6,081","6,151","6,266.00","6,894.70","7,702.98","7,681.87","100,150"
2012-04-12,"6,138","6,252","6,088","6,094","6,220.40","6,811.80","7,663.75","7,672.80","60,162"
2012-04-13,"6,145","6,360","6,081","6,315","6,205.20","6,749.45","7,622.40","7,662.93","82,650"
2012-04-16,"6,328","6,360","6,202","6,328","6,205.20","6,686.15","7,582.85","7,644.21","83,061"
2012-04-17,"6,360","6,391","6,221","6,259","6,229.40","6,625.75","7,550.05","7,628.34","83,933"
2012-04-18,"6,391","6,391","6,183","6,252","6,249.60","6,577.65","7,516.08","7,609.25","104,911"
2012-04-19,"6,170","6,233","6,107","6,221","6,275.00","6,528.00","7,482.65","7,590.96","126,891"
2012-04-20,"6,145","6,195","6,094","6,119","6,235.80","6,468.50","7,441.20","7,573.39","83,394"
2012-04-23,"6,069","6,100","5,689","5,948","6,159.80","6,411.55","7,400.07","7,550.45","301,564"
2012-04-24,"5,803","5,917","5,765","5,790","6,066.00","6,346.70","7,356.30","7,527.51","102,579"
2012-04-25,"5,790","5,803","5,505","5,670","5,949.60","6,282.15","7,310.53","7,506.20","171,241"
2012-04-26,"5,670","5,784","5,613","5,645","5,834.40","6,227.45","7,266.98","7,487.58","94,052"
2012-04-27,"5,651","5,740","5,524","5,600","5,730.60","6,183.15","7,222.68","7,466.75","132,554"
2012-04-30,"5,600","5,676","5,581","5,632","5,667.40","6,130.95","7,173.63","7,445.66","105,034"
2012-05-02,"5,569","5,695","5,569","5,695","5,648.40","6,077.15","7,130.92","7,427.20","83,711"
2012-05-03,"5,784","5,936","5,695","5,733","5,661.00","6,031.55","7,092.52","7,405.37","104,142"
2012-05-04,"5,809","5,885","5,765","5,765","5,685.00","6,003.70","7,053.07","7,389.33","63,646"
2012-05-07,"5,651","5,727","5,562","5,569","5,678.80","5,962.60","7,011.93","7,370.62","85,912"
2012-05-08,"5,600","5,657","5,550","5,556","5,663.60","5,924.00","6,966.90","7,351.26","113,781"
2012-05-09,"5,505","5,569","5,347","5,379","5,600.40","5,886.05","6,918.92","7,332.54","197,885"
2012-05-10,"5,379","5,486","5,316","5,385","5,530.80","5,847.75","6,866.28","7,317.83","101,945"
2012-05-11,"5,360","5,486","5,354","5,442","5,466.20","5,815.15","6,819.87","7,301.48","76,233"
2012-05-14,"5,411","5,499","5,252","5,373","5,427.00","5,768.05","6,774.42","7,286.40","82,638"
2012-05-15,"5,233","5,373","5,126","5,284","5,372.60","5,715.85","6,729.60","7,272.43","75,176"
2012-05-16,"5,183","5,309","5,094","5,227","5,342.20","5,664.25","6,685.93","7,257.98","94,788"
2012-05-17,"5,233","5,284","5,119","5,265","5,318.20","5,614.90","6,639.22","7,245.69","122,883"
2012-05-18,"5,107","5,189","4,873","4,987","5,227.20","5,553.20","6,591.02","7,228.98","214,487"
2012-05-21,"4,904","5,075","4,683","4,746","5,101.80","5,484.55","6,540.38","7,209.73","121,064"
2012-05-22,"4,778","4,936","4,778","4,898","5,024.60","5,432.05","6,489.13","7,190.95","126,755"
2012-05-23,"4,828","4,898","4,746","4,778","4,934.80","5,381.45","6,436.93","7,170.92","47,724"
2012-05-24,"4,752","4,968","4,733","4,917","4,865.20","5,343.80","6,388.63","7,152.30","99,767"
2012-05-25,"4,923","5,100","4,923","4,923","4,852.40","5,307.70","6,340.95","7,130.31","81,217"
2012-05-29,"4,936","5,037","4,898","5,012","4,905.60","5,278.30","6,295.28","7,108.27","54,321"
2012-05-30,"5,050","5,075","4,904","4,961","4,918.20","5,244.75","6,246.65","7,087.38","29,555"
2012-05-31,"4,873","5,062","4,778","5,062","4,975.00","5,213.10","6,201.28","7,063.91","117,746"
2012-06-01,"5,006","5,138","4,936","5,056","5,002.80","5,179.25","6,157.93","7,041.18","63,875"
2012-06-04,"4,917","4,917","4,607","4,676","4,953.40","5,124.80","6,108.25","7,015.02","136,445"
2012-06-05,"4,620","4,695","4,550","4,594","4,869.80","5,076.05","6,055.62","6,990.81","100,703"
2012-06-07,"4,645","4,752","4,645","4,651","4,807.80","5,030.80","6,004.47","6,962.07","68,388"
2012-06-08,"4,632","4,645","4,423","4,461","4,687.60","4,984.90","5,950.15","6,932.53","221,303"
2012-06-11,"4,499","4,898","4,499","4,727","4,621.80","4,952.00","5,898.15","6,902.84","302,624"
2012-06-12,"4,714","4,765","4,620","4,740","4,634.60","4,916.90","5,847.95","6,875.37","160,087"
2012-06-13,"4,809","4,809","4,721","4,752","4,666.20","4,885.85","5,801.12","6,850.63","64,841"
2012-06-14,"4,790","5,113","4,714","4,898","4,715.60","4,866.55","5,756.18","6,832.92","281,811"
2012-06-15,"4,854","4,999","4,841","4,885","4,800.40","4,849.45","5,713.15","6,812.45","178,946"
2012-06-18,"4,930","5,208","4,930","5,012","4,857.40","4,836.80","5,676.45","6,792.25","293,111"
2012-06-19,"5,031","5,107","4,955","4,999","4,909.20","4,837.40","5,639.53","6,774.32","85,147"
2012-06-20,"5,025","5,081","4,993","5,050","4,968.80","4,852.60","5,601.88","6,756.81","80,686"
2012-06-21,"5,062","5,284","5,062","5,113","5,011.80","4,863.35","5,568.98","6,740.09","180,673"
2012-06-22,"4,968","5,050","4,885","4,911","5,017.00","4,870.00","5,532.72","6,723.53","103,984"
2012-06-25,"4,930","4,961","4,885","4,892","4,993.00","4,868.75","5,498.23","6,703.66","54,893"
2012-06-26,"4,841","4,904","4,714","4,721","4,937.40","4,858.65","5,464.60","6,683.68","100,268"
2012-06-27,"4,683","4,822","4,683","4,752","4,877.80","4,845.65","5,435.70","6,664.74","65,143"
2012-06-28,"4,803","4,923","4,784","4,866","4,828.40","4,840.90","5,405.53","6,645.97","63,626"
