date,open,high,low,close,5ma,20ma,60ma,120ma,trading
2015-05-27,"5,233","5,233","5,100","5,151","5,353.60","5,295.70","5,619.68","5,243.06","219,658"
2015-05-28,"5,195","5,208","5,075","5,189","5,296.60","5,278.95","5,621.48","5,243.43","159,035"
2015-05-29,"5,189","5,240","5,132","5,151","5,238.40","5,256.80","5,621.90","5,245.33","113,645"
2015-06-01,"5,151","5,493","5,050","5,417","5,235.80","5,249.20","5,627.60","5,249.81","468,956"
2015-06-02,"5,423","5,486","5,259","5,385","5,258.60","5,251.10","5,627.80","5,255.24","280,249"
2015-06-03,"5,385","5,613","5,316","5,499","5,328.20","5,267.25","5,628.85","5,261.15","495,133"
2015-06-04,"5,569","5,569","5,423","5,455","5,381.40","5,283.70","5,627.38","5,266.69","146,137"
2015-06-05,"5,442","5,613","5,354","5,505","5,452.20","5,302.65","5,626.32","5,272.07","306,638"
2015-06-08,"5,505","5,759","5,486","5,550","5,478.80","5,322.60","5,627.07","5,277.55","510,868"
2015-06-09,"5,556","5,740","5,556","5,664","5,534.60","5,349.50","5,626.33","5,284.04","259,741"
2015-06-10,"5,727","5,809","5,645","5,727","5,580.20","5,388.40","5,622.53","5,291.00","328,832"
2015-06-11,"5,727","5,765","5,588","5,594","5,608.00","5,412.15","5,612.20","5,297.17","191,814"
2015-06-12,"5,569","5,695","5,518","5,556","5,618.20","5,424.15","5,599.97","5,302.65","172,386"
2015-06-15,"5,550","5,588","5,398","5,398","5,587.80","5,425.10","5,588.47","5,308.24","153,445"
2015-06-16,"5,398","5,442","5,221","5,227","5,500.40","5,421.00","5,574.97","5,312.93","187,008"
2015-06-17,"5,202","5,505","5,138","5,461","5,447.20","5,427.30","5,565.15","5,321.00","283,557"
2015-06-18,"5,531","5,917","5,474","5,822","5,492.80","5,444.70","5,557.57","5,331.33","661,614"
2015-06-19,"5,891","6,005","5,752","5,816","5,544.80","5,463.40","5,551.98","5,342.36","330,971"
2015-06-22,"5,816","6,170","5,809","5,993","5,663.80","5,491.55","5,547.87","5,354.59","647,806"
2015-06-23,"6,018","6,195","5,917","6,069","5,832.20","5,531.45","5,547.98","5,366.25","299,467"
2015-06-24,"6,024","6,119","5,967","5,974","5,934.80","5,572.60","5,547.98","5,377.07","273,274"
2015-06-25,"5,917","6,107","5,854","6,107","5,991.80","5,618.50","5,550.32","5,388.36","271,883"
2015-06-26,"6,107","6,284","5,929","5,955","6,019.60","5,658.70","5,547.47","5,398.17","344,697"
2015-06-29,"5,816","6,005","5,765","5,854","5,991.80","5,680.55","5,542.73","5,407.13","277,400"
2015-06-30,"5,759","6,119","5,695","6,119","6,001.80","5,717.25","5,545.58","5,418.31","328,722"
2015-07-01,"6,214","6,296","6,043","6,119","6,030.80","5,748.25","5,551.58","5,430.64","552,904"
2015-07-02,"6,138","6,550","6,043","6,550","6,119.40","5,803.00","5,564.88","5,447.10","959,911"
2015-07-03,"6,550","7,056","6,360","6,423","6,213.00","5,848.90","5,574.48","5,461.08","1,326,956"
2015-07-06,"6,240","6,708","6,202","6,328","6,307.80","5,887.80","5,583.02","5,474.42","642,586"
2015-07-07,"6,423","6,645","6,202","6,391","6,362.20","5,924.15","5,592.82","5,487.13","601,583"
2015-07-08,"6,423","6,486","6,138","6,240","6,386.40","5,949.80","5,600.32","5,499.21","400,092"
2015-07-09,"6,126","6,151","5,898","6,081","6,292.60","5,974.15","5,607.38","5,509.65","420,828"
2015-07-10,"6,081","6,322","5,986","5,986","6,205.20","5,995.65","5,613.70","5,519.72","481,900"
2015-07-13,"5,993","6,088","5,910","6,005","6,140.60","6,026.00","5,620.13","5,530.00","307,758"
2015-07-14,"6,043","6,227","6,043","6,132","6,088.80","6,071.25","5,625.52","5,539.81","635,341"
2015-07-15,"6,132","6,138","5,790","5,790","5,998.80","6,087.70","5,625.62","5,546.77","706,169"
2015-07-16,"5,790","5,891","5,727","5,790","5,940.60","6,086.10","5,628.03","5,553.68","392,940"
2015-07-17,"5,854","5,866","5,664","5,759","5,895.20","6,083.25","5,629.20","5,561.28","391,480"
2015-07-20,"5,759","5,841","5,727","5,803","5,854.80","6,073.75","5,631.63","5,568.08","244,673"
2015-07-21,"5,841","5,860","5,746","5,759","5,780.20","6,058.25","5,634.17","5,572.40","288,343"
2015-07-22,"5,765","5,816","5,626","5,683","5,758.80","6,043.70","5,637.33","5,577.04","522,849"
2015-07-23,"5,689","5,695","5,486","5,594","5,719.60","6,018.05","5,638.50","5,580.94","374,943"
2015-07-24,"5,594","5,765","5,505","5,676","5,703.00","6,004.10","5,639.87","5,586.16","414,324"
2015-07-27,"5,670","5,759","5,588","5,676","5,677.60","5,995.20","5,641.65","5,591.33","202,299"
2015-07-28,"5,398","5,505","5,176","5,392","5,604.20","5,958.85","5,642.40","5,595.33","647,512"
2015-07-29,"5,411","5,562","5,354","5,379","5,543.40","5,921.85","5,645.78","5,599.66","254,193"
2015-07-30,"5,379","5,449","5,246","5,392","5,503.00","5,863.95","5,650.22","5,603.98","130,506"
2015-07-31,"5,316","5,442","5,265","5,404","5,448.60","5,813.00","5,654.85","5,609.83","149,308"
2015-08-03,"5,316","5,398","5,214","5,221","5,357.60","5,757.65","5,656.02","5,613.79","117,108"
2015-08-04,"5,151","5,335","5,132","5,328","5,344.80","5,704.50","5,659.38","5,617.22","103,595"
2015-08-05,"5,335","5,518","5,265","5,505","5,370.00","5,667.75","5,668.65","5,622.38","94,107"
2015-08-06,"5,505","5,575","5,493","5,550","5,401.60","5,641.20","5,675.83","5,625.39","100,515"
2015-08-07,"5,537","5,575","5,436","5,543","5,429.40","5,619.05","5,679.62","5,628.93","88,012"
2015-08-10,"5,493","5,524","5,259","5,316","5,448.40","5,584.60","5,678.57","5,631.46","213,359"
2015-08-11,"5,316","5,417","5,278","5,366","5,456.00","5,546.30","5,679.52","5,633.99","90,493"
2015-08-12,"5,392","5,392","5,132","5,265","5,408.00","5,520.05","5,678.35","5,636.47","182,919"
2015-08-13,"5,265","5,430","5,189","5,322","5,362.40","5,496.65","5,675.82","5,639.79","207,582"
2015-08-17,"5,430","5,461","5,347","5,417","5,337.20","5,479.55","5,675.40","5,643.01","157,205"
2015-08-18,"5,379","5,423","5,138","5,164","5,306.80","5,447.60","5,670.97","5,644.01","211,635"
2015-08-19,"5,151","5,189","4,613","4,664","5,166.40","5,392.85","5,660.85","5,640.32","622,964"
2015-08-20,"4,563","4,702","4,341","4,347","4,982.80","5,326.05","5,647.45","5,633.57","562,809"
2015-08-21,"4,088","4,221","3,898","3,987","4,715.80","5,245.70","5,627.42","5,624.45","543,885"
2015-08-24,"3,955","4,208","3,955","4,063","4,445.00","5,165.05","5,609.28","5,615.59","258,853"
2015-08-25,"4,063","4,259","4,063","4,221","4,256.40","5,092.30","5,589.35","5,608.48","305,927"
2015-08-26,"4,208","4,417","4,202","4,417","4,207.00","5,043.55","5,573.22","5,600.51","293,033"
2015-08-27,"4,468","4,601","4,436","4,556","4,248.80","5,002.40","5,557.50","5,593.18","268,661"
2015-08-28,"4,607","4,784","4,607","4,740","4,399.40","4,969.80","5,545.58","5,586.48","226,551"
2015-08-31,"4,765","4,784","4,594","4,657","4,518.20","4,932.45","5,531.45","5,578.88","178,206"
2015-09-01,"4,607","4,708","4,544","4,544","4,582.80","4,898.60","5,514.68","5,570.88","138,926"
2015-09-02,"4,461","4,569","4,328","4,537","4,606.80","4,859.05","5,495.90","5,561.12","118,446"
2015-09-03,"4,556","4,588","4,411","4,493","4,594.20","4,808.45","5,475.33","5,548.93","143,779"
2015-09-04,"4,537","4,537","4,347","4,366","4,519.40","4,749.25","5,454.87","5,533.53","151,791"
2015-09-07,"4,366","4,506","4,328","4,347","4,457.40","4,689.45","5,434.72","5,517.34","155,590"
2015-09-08,"4,335","4,411","4,271","4,290","4,406.60","4,638.15","5,416.25","5,502.36","103,328"
2015-09-09,"4,366","4,544","4,322","4,537","4,406.60","4,596.70","5,404.75","5,489.86","125,002"
2015-09-10,"4,518","4,670","4,449","4,670","4,442.00","4,566.95","5,391.57","5,478.36","75,665"
2015-09-11,"4,607","4,860","4,588","4,759","4,520.60","4,538.80","5,373.85","5,465.71","167,522"
2015-09-14,"4,759","4,778","4,626","4,689","4,589.00","4,502.40","5,355.07","5,453.53","75,327"
2015-09-15,"4,664","4,702","4,601","4,620","4,655.00","4,475.20","5,332.18","5,440.03","42,853"
2015-09-16,"4,841","5,119","4,790","4,873","4,722.20","4,485.65","5,312.25","5,430.12","516,032"
2015-09-17,"4,936","5,062","4,873","4,955","4,779.20","4,516.05","5,295.27","5,421.63","273,205"
2015-09-18,"4,993","5,031","4,879","5,018","4,831.00","4,567.60","5,277.12","5,413.72","193,976"
2015-09-21,"4,942","4,949","4,746","4,790","4,851.20","4,603.95","5,257.70","5,402.58","195,831"
2015-09-22,"4,797","5,240","4,727","5,151","4,957.40","4,650.45","5,245.98","5,394.36","393,223"
2015-09-23,"5,208","6,024","5,151","5,740","5,130.80","4,716.60","5,239.67","5,392.63","3,314,716"
2015-09-24,"5,708","5,708","5,373","5,581","5,256.00","4,767.85","5,230.70","5,391.14","1,005,160"
2015-09-25,"5,657","5,879","5,531","5,581","5,368.60","4,809.90","5,214.55","5,389.72","1,011,046"
2015-09-30,"5,537","5,733","5,537","5,543","5,519.20","4,854.20","5,199.88","5,387.18","1,176,540"
2015-10-01,"5,607","5,759","5,411","5,727","5,634.40","4,913.35","5,189.87","5,386.44","588,521"
2015-10-02,"5,797","5,841","5,588","5,664","5,619.20","4,969.70","5,177.75","5,385.28","377,553"
2015-10-05,"5,714","6,157","5,664","5,993","5,701.60","5,044.70","5,173.63","5,386.98","1,930,481"
2015-10-06,"6,132","6,290","5,708","5,708","5,727.00","5,111.80","5,167.42","5,387.40","1,203,526"
2015-10-07,"5,670","5,816","5,626","5,759","5,770.20","5,182.40","5,163.63","5,388.67","483,642"
2015-10-08,"5,835","6,056","5,740","5,809","5,786.60","5,258.35","5,160.37","5,390.25","769,234"
2015-10-12,"5,854","5,854","5,531","5,575","5,768.80","5,310.25","5,151.08","5,388.30","365,695"
2015-10-13,"5,417","5,651","5,322","5,651","5,700.40","5,359.30","5,148.77","5,387.19","538,933"
2015-10-14,"5,588","5,765","5,588","5,727","5,704.20","5,407.70","5,147.72","5,387.88","232,760"
2015-10-15,"5,708","6,113","5,708","5,860","5,724.40","5,466.25","5,149.40","5,389.30","744,803"
2015-10-16,"5,860","5,986","5,759","5,759","5,714.40","5,523.20","5,148.67","5,390.15","403,049"
2015-10-19,"5,841","6,132","5,816","6,132","5,825.80","5,586.15","5,154.88","5,394.53","943,649"
2015-10-20,"6,227","6,518","6,145","6,233","5,942.20","5,650.05","5,164.05","5,400.69","2,046,772"
2015-10-21,"6,145","6,360","6,107","6,315","6,059.80","5,714.90","5,176.07","5,407.28","624,562"
2015-10-22,"6,486","6,581","6,126","6,145","6,116.80","5,782.65","5,183.88","5,411.88","1,285,468"
2015-10-23,"6,208","6,803","5,980","6,803","6,325.60","5,865.25","5,202.67","5,422.16","1,543,325"
2015-10-26,"6,961","7,024","6,645","6,834","6,466.00","5,919.95","5,226.70","5,434.55","1,065,029"
2015-10-27,"6,898","7,309","6,771","7,151","6,649.60","5,998.45","5,256.23","5,451.01","1,365,101"
2015-10-28,"7,182","8,068","7,087","7,784","6,943.40","6,108.60","5,296.10","5,473.16","3,079,381"
2015-10-29,"7,910","7,942","7,562","7,784","7,271.20","6,220.65","5,335.77","5,495.31","1,228,746"
2015-10-30,"7,784","7,879","7,214","7,879","7,486.40","6,328.25","5,380.07","5,518.04","1,533,183"
2015-11-02,"7,752","8,195","7,436","7,436","7,606.80","6,416.85","5,415.20","5,537.29","1,226,589"
2015-11-03,"7,309","7,720","7,182","7,720","7,720.60","6,503.20","5,452.12","5,560.38","1,900,335"
2015-11-04,"7,594","7,689","7,119","7,119","7,587.60","6,573.75","5,478.27","5,577.05","1,047,653"
2015-11-05,"7,182","7,562","7,119","7,341","7,499.00","6,652.85","5,508.23","5,593.93","792,528"
2015-11-06,"7,214","7,689","7,087","7,594","7,442.00","6,742.10","5,546.20","5,612.38","1,166,638"
2015-11-09,"7,720","7,784","7,119","7,119","7,378.60","6,819.30","5,575.42","5,627.47","953,960"
2015-11-10,"6,993","7,530","6,929","7,277","7,290.00","6,900.60","5,608.95","5,643.65","999,029"
2015-11-11,"7,151","7,562","7,151","7,467","7,359.60","6,987.60","5,644.70","5,660.26","979,309"
2015-11-12,"7,467","7,625","7,119","7,214","7,334.20","7,055.30","5,674.65","5,675.03","661,337"
2015-11-13,"7,087","7,530","6,993","7,246","7,264.60","7,129.65","5,709.35","5,690.16","1,061,899"
2015-11-16,"6,929","7,119","6,708","6,771","7,195.00","7,161.60","5,744.47","5,702.66","1,074,655"
2015-11-17,"6,803","7,372","6,708","7,372","7,214.00","7,218.55","5,794.88","5,721.17","1,615,566"
2015-11-18,"7,436","8,037","7,372","7,720","7,264.60","7,288.80","5,857.10","5,742.26","2,232,917"
2015-11-19,"7,847","8,005","7,720","7,879","7,397.60","7,375.50","5,920.70","5,764.99","1,678,482"
2015-11-20,"7,973","8,290","7,784","8,163","7,581.00","7,443.50","5,986.40","5,787.88","1,469,747"
2015-11-23,"8,416","8,828","8,353","8,448","7,916.40","7,524.20","6,053.58","5,813.40","2,561,552"
2015-11-24,"8,606","8,670","8,290","8,575","8,157.00","7,595.40","6,120.57","5,839.03","1,527,097"
2015-11-25,"8,606","8,606","8,163","8,353","8,283.60","7,623.85","6,180.78","5,863.18","1,160,407"
2015-11-26,"8,416","8,606","8,227","8,353","8,378.40","7,652.30","6,242.38","5,886.92","724,152"
2015-11-27,"8,290","8,353","8,037","8,068","8,359.40","7,661.75","6,301.12","5,907.90","865,534"
2015-11-30,"7,973","8,258","7,847","8,258","8,321.40","7,702.85","6,363.13","5,929.52","880,591"
2015-12-01,"8,163","8,258","7,879","7,973","8,201.00","7,715.50","6,421.13","5,948.23","908,398"
2015-12-02,"7,973","8,258","7,910","8,005","8,131.40","7,759.80","6,481.78","5,968.33","999,847"
2015-12-03,"8,037","8,416","7,942","8,132","8,087.20","7,799.35","6,544.87","5,989.79","1,080,069"
2015-12-04,"7,784","7,879","7,467","7,562","7,986.00","7,797.75","6,599.40","6,007.83","1,594,610"
2015-12-07,"7,689","8,068","7,530","7,879","7,910.20","7,835.75","6,655.10","6,029.93","1,244,233"
2015-12-08,"7,879","8,037","7,530","7,879","7,891.40","7,865.85","6,708.58","6,050.08","1,248,254"
2015-12-09,"7,847","7,942","7,341","7,341","7,758.60","7,859.55","6,751.62","6,062.73","1,151,106"
2015-12-10,"7,341","8,195","7,277","8,195","7,771.20","7,908.60","6,810.05","6,082.56","1,692,342"
2015-12-11,"8,258","8,385","8,068","8,321","7,923.00","7,962.35","6,871.73","6,101.96","1,612,788"
2015-12-14,"8,132","8,480","7,657","7,720","7,891.20","8,009.80","6,919.18","6,115.72","1,549,875"
2015-12-15,"7,847","7,910","7,404","7,562","7,827.80","8,019.30","6,962.63","6,128.95","951,163"
2015-12-16,"7,720","8,068","7,625","7,689","7,897.40","8,017.75","7,007.15","6,142.13","796,294"
2015-12-17,"7,815","8,353","7,499","8,290","7,916.40","8,038.30","7,065.48","6,161.59","1,647,231"
2015-12-18,"8,163","8,575","8,100","8,385","7,929.20","8,049.40","7,119.38","6,182.68","1,190,473"
2015-12-21,"8,227","8,448","8,068","8,416","8,068.40","8,047.80","7,163.98","6,201.83","1,020,593"
2015-12-22,"8,385","8,416","8,037","8,227","8,201.40","8,030.40","7,208.08","6,219.39","981,025"
2015-12-23,"8,227","8,227","7,942","8,037","8,271.00","8,014.60","7,249.02","6,231.78","626,510"
2015-12-24,"8,037","8,195","7,594","7,689","8,150.80","7,981.40","7,284.78","6,242.33","1,048,424"
2015-12-28,"7,594","7,847","7,499","7,720","8,017.80","7,964.00","7,318.00","6,253.93","477,516"
2015-12-29,"7,720","7,847","7,594","7,752","7,885.00","7,938.70","7,352.80","6,265.28","475,777"
2015-12-30,"7,815","8,227","7,657","7,942","7,828.00","7,937.15","7,385.28","6,279.46","714,497"
2016-01-04,"8,068","8,416","7,847","7,879","7,796.40","7,930.85","7,421.47","6,294.44","1,521,296"
2016-01-05,"7,689","8,290","7,689","8,068","7,872.20","7,927.65","7,459.95","6,311.79","1,279,831"
2016-01-06,"8,100","8,321","7,657","8,227","7,973.60","7,960.90","7,500.25","6,330.31","1,004,806"
2016-01-07,"8,132","8,480","7,942","8,100","8,043.20","7,971.95","7,542.33","6,346.71","990,002"
2016-01-08,"7,910","8,321","7,879","8,321","8,119.00","7,994.05","7,586.83","6,367.80","1,033,437"
2016-01-11,"8,258","8,290","7,815","7,815","8,106.20","8,017.75","7,621.63","6,384.68","903,672"
2016-01-12,"7,973","8,005","7,689","7,847","8,062.00","8,000.35","7,654.75","6,402.08","759,836"
2016-01-13,"7,942","8,195","7,815","8,195","8,055.60","7,994.05","7,695.35","6,422.01","1,073,632"
2016-01-14,"7,973","8,859","7,879","8,859","8,207.40","8,051.00","7,740.80","6,447.84","1,794,349"
2016-01-15,"9,271","10,188","8,923","9,302","8,403.60","8,138.00","7,791.95","6,478.00","5,143,252"
2016-01-18,"9,081","9,682","9,081","9,587","8,758.00","8,232.90","7,846.48","6,511.28","1,877,388"
2016-01-19,"9,682","9,714","9,018","9,176","9,023.80","8,277.20","7,897.00","6,540.44","1,448,649"
2016-01-20,"9,239","9,397","8,575","8,859","9,156.60","8,300.90","7,931.27","6,566.97","1,680,693"
2016-01-21,"8,891","9,081","8,575","8,701","9,125.00","8,315.15","7,962.38","6,594.54","1,296,122"
2016-01-22,"8,828","9,239","8,670","8,891","9,042.80","8,348.35","7,991.38","6,623.81","1,971,677"
2016-01-25,"9,049","9,334","8,891","9,271","8,979.60","8,410.05","8,016.17","6,656.13","1,458,157"
2016-01-26,"9,176","9,176","7,246","7,341","8,612.60","8,392.65","8,008.78","6,672.28","8,197,701"
2016-01-27,"7,499","7,720","7,277","7,341","8,309.00","8,373.70","7,999.82","6,689.94","2,991,004"
2016-01-28,"7,404","7,657","7,277","7,277","8,024.20","8,349.95","7,997.17","6,706.18","1,599,626"
2016-01-29,"7,372","7,372","6,929","7,024","7,650.80","8,304.05","7,985.57","6,718.84","1,486,343"
2016-02-01,"6,961","7,151","6,803","6,961","7,188.80","8,258.15","7,982.93","6,730.60","1,602,379"
2016-02-02,"6,993","6,993","6,423","6,423","7,005.20","8,175.90","7,967.63","6,737.93","2,070,373"
2016-02-03,"6,391","6,898","6,391","6,803","6,897.60","8,104.70","7,954.45","6,750.33","1,840,058"
2016-02-04,"6,961","7,372","6,771","7,182","6,878.60","8,058.80","7,955.50","6,765.46","2,014,019"
2016-02-05,"7,214","7,246","6,834","7,056","6,885.00","7,995.55","7,951.82","6,780.38","679,379"
2016-02-11,"6,645","6,803","6,322","6,360","6,764.80","7,922.80","7,933.37","6,789.03","1,172,139"
2016-02-12,"6,271","6,455","5,885","6,170","6,714.20","7,838.95","7,915.97","6,795.31","1,022,838"
2016-02-15,"6,265","6,455","6,119","6,455","6,644.60","7,751.95","7,902.78","6,806.07","584,033"
2016-02-16,"6,518","6,708","6,360","6,550","6,518.20","7,636.50","7,899.10","6,821.78","559,057"
2016-02-17,"6,486","6,676","6,315","6,328","6,372.60","7,487.80","7,881.70","6,838.29","449,875"
2016-02-18,"6,486","6,708","6,486","6,645","6,429.60","7,340.70","7,863.78","6,860.44","468,329"
2016-02-19,"6,613","6,866","6,581","6,708","6,537.20","7,217.30","7,844.27","6,882.48","439,638"
2016-02-22,"6,708","6,929","6,550","6,866","6,619.40","7,117.65","7,822.65","6,904.53","612,269"
2016-02-23,"7,024","7,087","6,550","6,613","6,632.00","7,013.25","7,792.07","6,922.83","773,578"
2016-02-24,"6,518","6,676","6,486","6,550","6,676.40","6,896.20","7,758.32","6,939.44","476,832"
2016-02-25,"6,581","6,645","6,315","6,360","6,619.40","6,750.65","7,725.10","6,952.94","552,177"
2016-02-26,"6,455","6,898","6,391","6,676","6,613.00","6,717.40","7,697.15","6,969.77","913,686"
2016-02-29,"6,739","6,803","6,581","6,613","6,562.40","6,681.00","7,672.90","6,987.01","347,776"
2016-03-02,"6,834","7,056","6,739","6,866","6,613.00","6,660.45","7,649.70","7,006.42","963,704"
2016-03-03,"7,056","7,056","6,834","6,961","6,695.20","6,657.30","7,632.83","7,026.98","459,886"
2016-03-04,"6,961","7,024","6,803","6,929","6,809.00","6,655.70","7,614.90","7,048.34","338,530"
2016-03-07,"7,024","7,151","6,898","7,024","6,878.60","6,685.75","7,596.43","7,070.65","513,733"
2016-03-08,"7,024","7,056","6,771","6,803","6,916.60","6,685.75","7,583.78","7,091.59","357,715"
2016-03-09,"6,961","7,024","6,771","6,866","6,916.60","6,669.95","7,566.90","7,111.00","548,226"
2016-03-10,"6,929","7,309","6,929","7,182","6,960.80","6,676.25","7,555.28","7,131.93","1,108,251"
2016-03-11,"7,246","7,530","7,182","7,467","7,068.40","6,731.60","7,557.38","7,154.50","835,862"
2016-03-14,"7,530","7,720","7,499","7,720","7,207.60","6,809.10","7,549.47","7,179.76","1,061,760"
2016-03-15,"7,689","7,720","7,372","7,436","7,334.20","6,858.15","7,534.72","7,203.23","641,115"
2016-03-16,"7,372","7,467","7,277","7,372","7,435.40","6,899.25","7,528.92","7,224.05","372,591"
2016-03-17,"7,467","7,594","7,372","7,436","7,486.20","6,954.65","7,526.82","7,244.73","440,989"
2016-03-18,"7,404","7,436","6,961","7,182","7,429.20","6,981.50","7,518.37","7,262.76","811,798"
2016-03-21,"7,309","7,625","7,214","7,594","7,404.00","7,025.80","7,506.77","7,286.13","1,190,228"
2016-03-22,"7,625","7,625","7,246","7,277","7,372.20","7,046.35","7,488.30","7,303.84","775,055"
2016-03-23,"7,277","7,277","6,929","7,024","7,302.60","7,066.90","7,465.10","7,314.54","803,392"
2016-03-24,"6,961","7,119","6,834","6,993","7,214.00","7,089.05","7,444.53","7,326.31","474,806"
2016-03-25,"7,087","7,119","6,961","7,056","7,188.80","7,123.85","7,428.18","7,338.60","307,889"
2016-03-28,"7,056","7,056","6,645","6,708","7,011.60","7,125.45","7,411.83","7,348.31","591,144"
2016-03-29,"6,739","6,961","6,676","6,961","6,948.40","7,142.85","7,399.18","7,358.59","543,206"
2016-03-30,"7,024","7,024","6,771","6,834","6,910.40","7,141.25","7,383.88","7,368.34","337,585"
2016-03-31,"6,898","6,929","6,645","6,708","6,853.40","7,128.60","7,363.32","7,374.30","451,502"
2016-04-01,"6,771","6,803","6,613","6,676","6,777.40","7,115.95","7,343.27","7,382.37","314,588"
2016-04-04,"6,961","7,910","6,961","7,910","7,017.80","7,160.25","7,340.63","7,400.29","4,100,364"
2016-04-05,"8,100","8,290","7,815","7,942","7,214.00","7,217.20","7,335.88","7,418.07","3,523,717"
2016-04-06,"7,847","8,321","7,784","8,195","7,486.20","7,283.65","7,337.47","7,439.90","2,274,737"
2016-04-07,"8,068","8,416","8,005","8,195","7,783.60","7,334.30","7,335.37","7,461.10","1,879,640"
2016-04-08,"8,163","8,385","8,005","8,353","8,119.00","7,378.60","7,344.33","7,482.98","1,311,022"
2016-04-11,"8,258","8,480","8,163","8,321","8,201.20","7,408.65","7,352.23","7,503.49","1,972,734"
2016-04-12,"8,385","8,385","7,910","8,100","8,232.80","7,441.85","7,350.65","7,523.00","1,207,015"
2016-04-14,"8,132","8,448","8,005","8,353","8,264.40","7,490.90","7,342.22","7,541.51","1,103,965"
2016-04-15,"8,290","8,353","8,037","8,068","8,239.00","7,522.50","7,321.65","7,556.80","803,203"
2016-04-18,"7,942","8,037","7,784","7,847","8,137.80","7,555.75","7,292.65","7,569.57","669,924"
2016-04-19,"7,973","8,290","7,910","8,132","8,100.00","7,582.65","7,275.25","7,586.13","1,007,524"
2016-04-20,"8,163","8,195","7,910","7,910","8,062.00","7,614.30","7,259.43","7,595.35","412,007"
2016-04-21,"8,037","8,859","7,910","8,859","8,163.20","7,706.05","7,262.07","7,612.23","4,351,323"
2016-04-22,"8,764","9,144","8,701","9,018","8,353.20","7,807.30","7,264.18","7,627.78","2,429,035"
2016-04-25,"9,144","9,555","8,954","9,302","8,644.20","7,919.60","7,264.70","7,640.43","2,164,947"
2016-04-26,"9,271","9,492","9,081","9,397","8,897.20","8,054.05","7,298.97","7,653.88","984,166"
2016-04-27,"9,334","9,587","9,271","9,334","9,182.00","8,172.70","7,332.18","7,666.00","1,038,718"
2016-04-28,"9,429","9,904","9,397","9,777","9,365.60","8,319.85","7,373.85","7,685.51","1,946,878"
2016-04-29,"9,777","9,809","9,144","9,302","9,422.40","8,449.55","7,411.82","7,698.69","1,744,385"
2016-05-02,"9,239","9,555","8,923","9,429","9,447.80","8,587.20","7,452.95","7,717.94","1,380,110"
2016-05-03,"9,461","9,524","9,302","9,397","9,447.80","8,661.55","7,502.52","7,735.08","554,503"
2016-05-04,"9,239","9,650","9,144","9,650","9,511.00","8,746.95","7,549.97","7,752.21","1,134,805"
2016-05-09,"9,619","9,682","9,302","9,461","9,447.80","8,810.25","7,587.95","7,771.73","687,685"
2016-05-10,"9,429","9,524","9,302","9,492","9,485.80","8,875.10","7,628.55","7,790.18","513,216"
2016-05-11,"9,524","9,587","9,144","9,302","9,460.40","8,922.55","7,677.58","7,805.48","658,164"
2016-05-12,"9,144","9,872","9,112","9,809","9,542.80","8,996.95","7,738.23","7,827.10","1,587,684"
2016-05-13,"9,777","10,125","9,587","9,967","9,606.20","9,090.30","7,796.77","7,849.78","1,090,956"
2016-05-16,"9,935","10,220","9,840","9,998","9,713.60","9,172.55","7,854.23","7,876.67","734,187"
2016-05-17,"9,998","10,062","9,682","9,745","9,764.20","9,256.40","7,911.18","7,896.44","554,904"
2016-05-18,"9,492","9,555","8,670","8,796","9,663.00","9,303.85","7,947.03","7,905.41","2,769,592"
2016-05-19,"8,796","9,049","8,764","8,796","9,460.40","9,337.05","7,981.83","7,913.05","637,305"
2016-05-20,"8,733","8,828","8,385","8,764","9,219.80","9,379.75","8,013.47","7,918.06","1,250,696"
2016-05-23,"8,859","9,239","8,828","8,986","9,017.40","9,386.10","8,053.02","7,922.54","970,428"
2016-05-24,"9,018","9,049","8,701","8,828","8,834.00","9,376.60","8,090.98","7,924.65","523,201"
2016-05-25,"9,049","9,144","8,796","9,018","8,878.40","9,362.40","8,135.28","7,930.19","548,555"
2016-05-26,"9,049","9,081","8,733","8,891","8,897.40","9,337.10","8,172.20","7,934.68","518,687"
2016-05-27,"8,923","8,954","8,764","8,796","8,903.80","9,310.20","8,208.58","7,940.74","298,525"
2016-05-30,"8,891","8,891","8,606","8,670","8,840.60","9,254.85","8,238.65","7,944.18","356,942"
2016-05-31,"8,638","9,176","8,638","9,081","8,891.20","9,243.80","8,273.98","7,953.41","1,180,147"
2016-06-01,"9,049","9,461","8,954","9,429","8,973.40","9,243.80","8,315.65","7,965.28","1,077,561"
2016-06-02,"9,461","9,524","9,144","9,271","9,049.40","9,237.50","8,353.10","7,974.77","652,813"
2016-06-03,"9,334","9,840","9,176","9,650","9,220.20","9,237.50","8,400.55","7,992.17","1,592,919"
2016-06-07,"10,283","11,074","9,967","10,030","9,492.20","9,265.95","8,453.28","8,010.09","6,687,446"
2016-06-08,"9,967","10,220","8,923","9,018","9,479.60","9,242.25","8,483.88","8,019.58","4,343,156"
2016-06-09,"9,144","9,302","8,859","8,986","9,391.00","9,226.45","8,509.20","8,033.29","1,737,996"
2016-06-10,"9,081","9,144","8,796","8,859","9,308.60","9,178.95","8,528.18","8,038.83","729,715"
2016-06-13,"8,733","8,986","8,575","8,859","9,150.40","9,123.55","8,551.90","8,043.31","705,298"
2016-06-14,"8,796","8,859","8,543","8,638","8,872.00","9,055.55","8,573.00","8,050.96","577,309"
