from,to,cost
VDS0030,VDS0117,9865.052967
VDS0030,VDS0118,8236.509177
VDS0031,VDS0005,9626.965573
VDS0031,VDS0006,9546.395648
VDS0031,VDS0007,6396.894572
VDS0031,VDS0008,6375.28634
VDS0031,VDS0009,6889.73569
VDS0031,VDS0010,6982.814958
VDS0031,VDS0011,4169.762139
VDS0031,VDS0012,4234.115377
VDS0031,VDS0013,4338.11546
VDS0031,VDS0014,4407.840993
VDS0031,VDS0015,2649.342069
VDS0031,VDS0016,2409.205055
VDS0031,VDS0017,3969.575645
VDS0031,VDS0018,2895.563992
VDS0031,VDS0019,2673.333743
VDS0031,VDS0020,1531.938185
VDS0031,VDS0021,1614.345011
VDS0031,VDS0022,4311.111697
VDS0031,VDS0023,4316.847112
VDS0031,VDS0024,3525.314254
VDS0031,VDS0025,3355.700738
VDS0031,VDS0026,1244.045179
VDS0031,VDS0027,1617.161721
VDS0031,VDS0028,2184.980034
VDS0031,VDS0029,1061.339286
VDS0031,VDS0030,104.7558394
VDS0031,VDS0031,0.0
VDS0031,VDS0032,1960.493635
VDS0031,VDS0033,2067.160447
VDS0031,VDS0034,2183.739525
VDS0031,VDS0035,2128.970929
VDS0031,VDS0036,2248.398825
VDS0031,VDS0037,2314.539532
VDS0031,VDS0038,3816.292973
VDS0031,VDS0039,3871.617102
VDS0031,VDS0040,4473.038162
VDS0031,VDS0041,3865.507359
VDS0031,VDS0042,3856.697249
VDS0031,VDS0043,3626.557269
VDS0031,VDS0044,3618.907252
VDS0031,VDS0045,8917.754989
VDS0031,VDS0046,8780.441459
VDS0031,VDS0047,5350.99143
VDS0031,VDS0048,5129.947752
VDS0031,VDS0049,4781.784881
VDS0031,VDS0050,4813.4234
VDS0031,VDS0051,5689.759683
VDS0031,VDS0052,5794.183899
VDS0031,VDS0053,6322.448669
VDS0031,VDS0054,6314.449369
VDS0031,VDS0059,3666.675474
VDS0031,VDS0060,3599.530195
VDS0031,VDS0063,2519.714968
VDS0031,VDS0064,2451.104531
VDS0031,VDS0065,2786.299617
VDS0031,VDS0066,2832.856432
VDS0031,VDS0067,3904.158744
VDS0031,VDS0068,3081.804482
VDS0031,VDS0069,3134.179044
VDS0031,VDS0070,3904.940985
VDS0031,VDS0071,3343.931423
VDS0031,VDS0072,3342.483572
VDS0031,VDS0073,5840.193074
VDS0031,VDS0074,5622.781163
VDS0031,VDS0075,4741.286322
VDS0031,VDS0076,4783.445888
VDS0031,VDS0077,4267.12905
VDS0031,VDS0078,1879.031696
VDS0031,VDS0079,3161.41709
VDS0031,VDS0080,3214.204427
VDS0031,VDS0081,3737.696282
VDS0031,VDS0082,3694.492757
VDS0031,VDS0083,5380.36878
VDS0031,VDS0084,3279.631254
VDS0031,VDS0085,3207.638806
VDS0031,VDS0086,2822.419029
VDS0031,VDS0087,3111.525785
VDS0031,VDS0088,3067.298066
VDS0031,VDS0089,3146.888627
VDS0031,VDS0090,6450.644876
VDS0031,VDS0091,6541.968442
VDS0031,VDS0092,5268.589314
VDS0031,VDS0093,5646.168433
VDS0031,VDS0094,5591.103395
VDS0031,VDS0095,8013.389197
VDS0031,VDS0096,7964.772788
VDS0031,VDS0097,7214.996596
VDS0031,VDS0098,7188.144086
VDS0031,VDS0099,7447.380453
VDS0031,VDS0100,7462.640761
VDS0031,VDS0101,6292.701225
VDS0031,VDS0102,6262.82852
VDS0031,VDS0103,5127.497296
VDS0031,VDS0104,5152.025517
VDS0031,VDS0105,5720.178017
VDS0031,VDS0107,5213.242626
VDS0031,VDS0108,5186.682554
VDS0031,VDS0109,5824.891343
VDS0031,VDS0110,5846.32157
VDS0031,VDS0112,5977.597685
VDS0031,VDS0113,5964.243638
VDS0031,VDS0116,9962.80854
VDS0031,VDS0117,9920.230647
VDS0031,VDS0118,8186.683183
VDS0032,VDS0005,11583.18056
VDS0032,VDS0006,11502.87025
VDS0032,VDS0007,8240.151436
VDS0032,VDS0008,8194.588659
VDS0032,VDS0009,7743.069752
VDS0032,VDS0010,7830.152626
VDS0032,VDS0011,5963.745987
VDS0032,VDS0012,6013.98504
VDS0032,VDS0013,5364.281979
VDS0032,VDS0014,5466.83188
VDS0032,VDS0015,4607.397037
VDS0032,VDS0016,4369.398307
VDS0032,VDS0017,5850.162347
VDS0032,VDS0018,4836.27647
VDS0032,VDS0019,4616.462213
VDS0032,VDS0020,3456.966134
VDS0032,VDS0021,3566.928023
VDS0032,VDS0022,6125.731901
VDS0032,VDS0023,6123.636068
VDS0032,VDS0024,5346.351104
VDS0032,VDS0025,5166.466453
VDS0032,VDS0026,3159.32208
VDS0032,VDS0027,3522.673578
VDS0032,VDS0028,1725.990332
VDS0032,VDS0029,1657.323641
VDS0032,VDS0030,1965.147944
VDS0032,VDS0031,1960.493635
VDS0032,VDS0032,0.0
VDS0032,VDS0033,110.9531739
VDS0032,VDS0034,2392.866719
VDS0032,VDS0035,2319.690616
VDS0032,VDS0036,478.3426314
VDS0032,VDS0037,525.1089541
VDS0032,VDS0038,1861.46261
VDS0032,VDS0039,1917.228693
VDS0032,VDS0040,2531.872627
VDS0032,VDS0041,4713.739784
VDS0032,VDS0042,4676.897644
VDS0032,VDS0043,4093.315021
VDS0032,VDS0044,4061.018469
VDS0032,VDS0045,10007.63785
VDS0032,VDS0046,9897.282489
VDS0032,VDS0047,5408.298406
VDS0032,VDS0048,5176.140057
VDS0032,VDS0049,4274.089647
VDS0032,VDS0050,4294.071718
VDS0032,VDS0051,3867.153118
VDS0032,VDS0052,3985.556899
VDS0032,VDS0053,4517.328546
VDS0032,VDS0054,4508.209972
VDS0032,VDS0059,5371.073278
VDS0032,VDS0060,5328.777328
VDS0032,VDS0063,3026.872301
VDS0032,VDS0064,2974.228452
VDS0032,VDS0065,2531.280121
VDS0032,VDS0066,2556.918705
VDS0032,VDS0067,2963.503339
VDS0032,VDS0068,1510.04486
VDS0032,VDS0069,1523.322854
VDS0032,VDS0070,2145.279005
VDS0032,VDS0071,1407.547737
VDS0032,VDS0072,1400.420851
VDS0032,VDS0073,3905.938796
VDS0032,VDS0074,3697.450444
VDS0032,VDS0075,2927.924923
VDS0032,VDS0076,2971.132678
VDS0032,VDS0077,2491.803143
VDS0032,VDS0078,931.7714753
VDS0032,VDS0079,2289.551654
VDS0032,VDS0080,2343.064094
VDS0032,VDS0081,2754.906358
VDS0032,VDS0082,2729.173938
VDS0032,VDS0083,4553.397946
VDS0032,VDS0084,3183.410047
VDS0032,VDS0085,3119.729387
VDS0032,VDS0086,3012.084093
VDS0032,VDS0087,4658.291511
VDS0032,VDS0088,5014.187557
VDS0032,VDS0089,4451.848308
VDS0032,VDS0090,7702.761621
VDS0032,VDS0091,7790.266139
VDS0032,VDS0092,7080.204232
VDS0032,VDS0093,7604.817455
VDS0032,VDS0094,7550.322233
VDS0032,VDS0095,9910.987651
VDS0032,VDS0096,9863.291259
VDS0032,VDS0097,9109.221609
VDS0032,VDS0098,9087.357806
VDS0032,VDS0099,9269.325004
VDS0032,VDS0100,9291.72516
VDS0032,VDS0101,7888.147202
VDS0032,VDS0102,7851.012822
VDS0032,VDS0103,6717.661011
VDS0032,VDS0104,6732.52442
VDS0032,VDS0105,7227.234151
VDS0032,VDS0107,6464.87728
VDS0032,VDS0108,6435.253056
VDS0032,VDS0109,7025.362221
VDS0032,VDS0110,7036.549721
VDS0032,VDS0112,6911.386796
VDS0032,VDS0113,6891.095751
VDS0032,VDS0116,11685.13247
VDS0032,VDS0117,11644.20067
VDS0032,VDS0118,6502.28076
VDS0033,VDS0005,11691.33078
VDS0033,VDS0006,11610.97364
VDS0033,VDS0007,8332.512354
VDS0033,VDS0008,8285.077866
VDS0033,VDS0009,7774.60834
VDS0033,VDS0010,7861.196436
VDS0033,VDS0011,6053.790838
VDS0033,VDS0012,6103.026403
VDS0033,VDS0013,5411.382765
VDS0033,VDS0014,5515.385627
VDS0033,VDS0015,4712.696878
VDS0033,VDS0016,4476.326213
VDS0033,VDS0017,5960.968243
VDS0033,VDS0018,4945.539162
VDS0033,VDS0019,4725.558391
VDS0033,VDS0020,3558.889666
VDS0033,VDS0021,3671.464772
VDS0033,VDS0022,6236.615595
VDS0033,VDS0023,6234.481578
VDS0033,VDS0024,5457.286945
VDS0033,VDS0025,5277.382455
VDS0033,VDS0026,3269.024316
VDS0033,VDS0027,3632.756406
VDS0033,VDS0028,1731.87129
VDS0033,VDS0029,1731.869732
VDS0033,VDS0030,2073.255654
VDS0033,VDS0031,2067.160447
VDS0033,VDS0032,110.9531739
VDS0033,VDS0033,0.0
VDS0033,VDS0034,2475.415618
VDS0033,VDS0035,2402.629582
VDS0033,VDS0036,461.858329
VDS0033,VDS0037,497.1637762
VDS0033,VDS0038,1752.364861
VDS0033,VDS0039,1808.059094
VDS0033,VDS0040,2421.492603
VDS0033,VDS0041,4803.281026
VDS0033,VDS0042,4765.592751
VDS0033,VDS0043,4171.238915
VDS0033,VDS0044,4138.118998
VDS0033,VDS0045,10098.72358
VDS0033,VDS0046,9989.411312
VDS0033,VDS0047,5462.211639
VDS0033,VDS0048,5230.339364
VDS0033,VDS0049,4301.978748
VDS0033,VDS0050,4321.133668
VDS0033,VDS0051,3786.595918
VDS0033,VDS0052,3906.579554
VDS0033,VDS0053,4437.95338
VDS0033,VDS0054,4428.711597
VDS0033,VDS0059,5481.089835
VDS0033,VDS0060,5439.088491
VDS0033,VDS0063,3062.425531
VDS0033,VDS0064,3011.341572
VDS0033,VDS0065,2530.025064
VDS0033,VDS0066,2553.85555
VDS0033,VDS0067,2910.586934
VDS0033,VDS0068,1425.329328
VDS0033,VDS0069,1434.805983
VDS0033,VDS0070,2041.100045
VDS0033,VDS0071,1312.973873
VDS0033,VDS0072,1304.083456
VDS0033,VDS0073,3808.248226
VDS0033,VDS0074,3601.64265
VDS0033,VDS0075,2850.809815
VDS0033,VDS0076,2894.02779
VDS0033,VDS0077,2421.714371
VDS0033,VDS0078,999.9622264
VDS0033,VDS0079,2312.547911
VDS0033,VDS0080,2365.204702
VDS0033,VDS0081,2762.613463
VDS0033,VDS0082,2738.55809
VDS0033,VDS0083,4559.093856
VDS0033,VDS0084,3242.561655
VDS0033,VDS0085,3179.92998
VDS0033,VDS0086,3086.294716
VDS0033,VDS0087,4766.334034
VDS0033,VDS0088,5123.093867
VDS0033,VDS0089,4517.34521
VDS0033,VDS0090,7757.403385
VDS0033,VDS0091,7844.56031
VDS0033,VDS0092,7170.674021
VDS0033,VDS0093,7710.081011
VDS0033,VDS0094,7655.805275
VDS0033,VDS0095,10021.75157
VDS0033,VDS0096,9974.043291
VDS0033,VDS0097,9220.008002
VDS0033,VDS0098,9198.085173
VDS0033,VDS0099,9380.138655
VDS0033,VDS0100,9402.583487
VDS0033,VDS0101,7995.500215
VDS0033,VDS0102,7958.216982
VDS0033,VDS0103,6825.301728
VDS0033,VDS0104,6839.95964
VDS0033,VDS0105,7332.793017
VDS0033,VDS0107,6564.067402
VDS0033,VDS0108,6534.383117
VDS0033,VDS0109,7122.429538
VDS0033,VDS0110,7133.281539
VDS0033,VDS0112,6999.491521
VDS0033,VDS0113,6978.974808
VDS0033,VDS0116,11794.50465
VDS0033,VDS0117,11753.60577
VDS0033,VDS0118,6397.174828
VDS0034,VDS0005,10426.73134
VDS0034,VDS0006,10352.0684
VDS0034,VDS0007,8033.325844
VDS0034,VDS0008,8061.219858
VDS0034,VDS0009,9073.201453
VDS0034,VDS0010,9166.216117
VDS0034,VDS0011,5981.816154
VDS0034,VDS0012,6064.041152
VDS0034,VDS0013,6521.445355
VDS0034,VDS0014,6589.839061
VDS0034,VDS0015,4049.219185
VDS0034,VDS0016,3726.333283
VDS0034,VDS0017,4519.62609
VDS0034,VDS0018,3894.272974
VDS0034,VDS0019,3724.789245
VDS0034,VDS0020,3326.312776
VDS0034,VDS0021,3258.114242
VDS0034,VDS0022,4587.504438
VDS0034,VDS0023,4567.347856
VDS0034,VDS0024,3902.633346
VDS0034,VDS0025,3720.915825
VDS0034,VDS0026,2511.772023
VDS0034,VDS0027,2705.762065
VDS0034,VDS0028,3766.917182
VDS0034,VDS0029,2957.940016
VDS0034,VDS0030,2086.087574
VDS0034,VDS0031,2183.739525
VDS0034,VDS0032,2392.866719
VDS0034,VDS0033,2475.415618
VDS0034,VDS0034,0.0
VDS0034,VDS0035,74.07765809
VDS0034,VDS0036,2212.09447
VDS0034,VDS0037,2247.037618
VDS0034,VDS0038,3814.977646
VDS0034,VDS0039,3866.493705
VDS0034,VDS0040,4490.475698
VDS0034,VDS0041,2349.274942
VDS0034,VDS0042,2306.257116
VDS0034,VDS0043,1709.021012
VDS0034,VDS0044,1680.476091
VDS0034,VDS0045,7643.848412
VDS0034,VDS0046,7541.156797
VDS0034,VDS0047,3232.572173
VDS0034,VDS0048,3004.133924
VDS0034,VDS0049,2628.313643
VDS0034,VDS0050,2662.03534
VDS0034,VDS0051,4698.282568
VDS0034,VDS0052,4759.689827
VDS0034,VDS0053,5234.499276
VDS0034,VDS0054,5229.670611
VDS0034,VDS0059,3686.571211
VDS0034,VDS0060,3693.499681
VDS0034,VDS0063,4586.377355
VDS0034,VDS0064,4519.108767
VDS0034,VDS0065,4544.864505
VDS0034,VDS0066,4583.803635
VDS0034,VDS0067,5292.892304
VDS0034,VDS0068,3900.698299
VDS0034,VDS0069,3909.239112
VDS0034,VDS0070,4445.747198
VDS0034,VDS0071,3108.270175
VDS0034,VDS0072,3134.387032
VDS0034,VDS0073,5210.972082
VDS0034,VDS0074,4967.00003
VDS0034,VDS0075,3845.712063
VDS0034,VDS0076,3879.04388
VDS0034,VDS0077,3374.393419
VDS0034,VDS0078,1493.612044
VDS0034,VDS0079,1472.970188
VDS0034,VDS0080,1503.81515
VDS0034,VDS0081,1972.084918
VDS0034,VDS0082,1923.575925
VDS0034,VDS0083,3322.087336
VDS0034,VDS0084,1096.272441
VDS0034,VDS0085,1024.526311
VDS0034,VDS0086,679.8943427
VDS0034,VDS0087,2832.371995
VDS0034,VDS0088,4092.207766
VDS0034,VDS0089,5311.85682
VDS0034,VDS0090,8588.672266
VDS0034,VDS0091,8680.325062
VDS0034,VDS0092,7004.656047
VDS0034,VDS0093,6791.080929
VDS0034,VDS0094,6724.357766
VDS0034,VDS0095,8432.54865
VDS0034,VDS0096,8389.563522
VDS0034,VDS0097,7642.189911
VDS0034,VDS0098,7639.4674
VDS0034,VDS0099,7590.942363
VDS0034,VDS0100,7629.54823
VDS0034,VDS0101,5885.453872
VDS0034,VDS0102,5841.032552
VDS0034,VDS0103,4758.353988
VDS0034,VDS0104,4760.581049
VDS0034,VDS0105,5152.067331
VDS0034,VDS0107,4216.001568
VDS0034,VDS0108,4185.497825
VDS0034,VDS0109,4733.3819
VDS0034,VDS0110,4739.337887
VDS0034,VDS0112,4532.964078
VDS0034,VDS0113,4511.620805
VDS0034,VDS0116,9767.766775
VDS0034,VDS0117,9729.988964
VDS0034,VDS0118,8739.05519
VDS0035,VDS0005,10445.49811
VDS0035,VDS0006,10370.58312
VDS0035,VDS0007,8017.835643
VDS0035,VDS0008,8043.493666
VDS0035,VDS0009,9017.31931
VDS0035,VDS0010,9110.256298
VDS0035,VDS0011,5955.927793
VDS0035,VDS0012,6037.395685
VDS0035,VDS0013,6467.086119
VDS0035,VDS0014,6536.337629
VDS0035,VDS0015,4035.163303
VDS0035,VDS0016,3713.574674
VDS0035,VDS0017,4536.992326
VDS0035,VDS0018,3893.54883
VDS0035,VDS0019,3721.262103
VDS0035,VDS0020,3293.917394
VDS0035,VDS0021,3230.820698
VDS0035,VDS0022,4613.99166
VDS0035,VDS0023,4594.584101
VDS0035,VDS0024,3922.823022
VDS0035,VDS0025,3740.479043
VDS0035,VDS0026,2489.078738
VDS0035,VDS0027,2691.804183
VDS0035,VDS0028,3694.285147
VDS0035,VDS0029,2891.109173
VDS0035,VDS0030,2032.253588
VDS0035,VDS0031,2128.970929
VDS0035,VDS0032,2319.690616
VDS0035,VDS0033,2402.629582
VDS0035,VDS0034,74.07765809
VDS0035,VDS0035,0.0
VDS0035,VDS0036,2142.568174
VDS0035,VDS0037,2178.185577
VDS0035,VDS0038,3752.180307
VDS0035,VDS0039,3803.924252
VDS0035,VDS0040,4429.102625
VDS0035,VDS0041,2418.415873
VDS0035,VDS0042,2376.019286
VDS0035,VDS0043,1783.080566
VDS0035,VDS0044,1754.55309
VDS0035,VDS0045,7713.906832
VDS0035,VDS0046,7610.658233
VDS0035,VDS0047,3300.635483
VDS0035,VDS0048,3071.796666
VDS0035,VDS0049,2671.927298
VDS0035,VDS0050,2705.225733
VDS0035,VDS0051,4666.249496
VDS0035,VDS0052,4729.497773
VDS0035,VDS0053,5207.55838
VDS0035,VDS0054,5202.590518
VDS0035,VDS0059,3717.191215
VDS0035,VDS0060,3721.770257
VDS0035,VDS0063,4521.036309
VDS0035,VDS0064,4453.874466
VDS0035,VDS0065,4473.187224
VDS0035,VDS0066,4512.009621
VDS0035,VDS0067,5218.82667
VDS0035,VDS0068,3827.847196
VDS0035,VDS0069,3836.685506
VDS0035,VDS0070,4376.106088
VDS0035,VDS0071,3047.502381
VDS0035,VDS0072,3073.151824
VDS0035,VDS0073,5167.6122
VDS0035,VDS0074,4923.91832
VDS0035,VDS0075,3807.364717
VDS0035,VDS0076,3841.14662
VDS0035,VDS0077,3333.907122
VDS0035,VDS0078,1422.629413
VDS0035,VDS0079,1457.709317
VDS0035,VDS0080,1490.82125
VDS0035,VDS0081,1968.843732
VDS0035,VDS0082,1920.353631
VDS0035,VDS0083,3352.048746
VDS0035,VDS0084,1151.122116
VDS0035,VDS0085,1078.959083
VDS0035,VDS0086,750.4183651
VDS0035,VDS0087,2866.885318
VDS0035,VDS0088,4091.620254
VDS0035,VDS0089,5262.038694
VDS0035,VDS0090,8543.082287
VDS0035,VDS0091,8634.713699
VDS0035,VDS0092,6983.601942
VDS0035,VDS0093,6793.82308
VDS0035,VDS0094,6727.419315
VDS0035,VDS0095,8462.011159
VDS0035,VDS0096,8418.806276
VDS0035,VDS0097,7670.502086
VDS0035,VDS0098,7667.018215
VDS0035,VDS0099,7627.809889
VDS0035,VDS0100,7665.772911
VDS0035,VDS0101,5935.363961
VDS0035,VDS0102,5891.258419
VDS0035,VDS0103,4804.896802
VDS0035,VDS0104,4807.759998
VDS0035,VDS0105,5204.9407
VDS0035,VDS0107,4277.788615
VDS0035,VDS0108,4247.31743
VDS0035,VDS0109,4798.144885
VDS0035,VDS0110,4804.436525
VDS0035,VDS0112,4604.005705
VDS0035,VDS0113,4582.764628
VDS0035,VDS0116,9815.969419
VDS0035,VDS0117,9778.042088
VDS0035,VDS0118,8672.896134
VDS0036,VDS0005,11816.42061
VDS0036,VDS0006,11736.94612
VDS0036,VDS0007,8607.155799
VDS0036,VDS0008,8570.454264
VDS0036,VDS0009,8221.35266
VDS0036,VDS0010,8308.464392
VDS0036,VDS0011,6343.866622
VDS0036,VDS0012,6398.339815
VDS0036,VDS0013,5836.728938
VDS0036,VDS0014,5938.162068
VDS0036,VDS0015,4889.503817
VDS0036,VDS0016,4633.003222
VDS0036,VDS0017,6016.505072
VDS0036,VDS0018,5059.333
VDS0036,VDS0019,4843.906691
VDS0036,VDS0020,3775.290928
VDS0036,VDS0021,3861.639118
VDS0036,VDS0022,6251.867352
VDS0036,VDS0023,6245.781232
VDS0036,VDS0024,5483.057728
VDS0036,VDS0025,5300.082903
VDS0036,VDS0026,3381.867646
VDS0036,VDS0027,3731.848372
VDS0036,VDS0028,2193.199267
VDS0036,VDS0029,2098.85698
VDS0036,VDS0030,2233.643232
VDS0036,VDS0031,2248.398825
VDS0036,VDS0032,478.3426314
VDS0036,VDS0033,461.858329
VDS0036,VDS0034,2212.09447
VDS0036,VDS0035,2142.568174
VDS0036,VDS0036,0.0
VDS0036,VDS0037,66.14115816
VDS0036,VDS0038,1712.007276
VDS0036,VDS0039,1767.583384
VDS0036,VDS0040,2403.263656
VDS0036,VDS0041,4560.97778
VDS0036,VDS0042,4518.349673
VDS0036,VDS0043,3870.639327
VDS0036,VDS0044,3833.951788
VDS0036,VDS0045,9855.773663
VDS0036,VDS0046,9753.189603
VDS0036,VDS0047,5073.540953
VDS0036,VDS0048,4842.809277
VDS0036,VDS0049,3862.81171
VDS0036,VDS0050,3880.804313
VDS0036,VDS0051,3470.450192
VDS0036,VDS0052,3582.857727
VDS0036,VDS0053,4114.602752
VDS0036,VDS0054,4105.932118
VDS0036,VDS0059,5455.484412
VDS0036,VDS0060,5423.877666
VDS0036,VDS0063,3504.81882
VDS0036,VDS0064,3451.866996
VDS0036,VDS0065,2991.801351
VDS0036,VDS0066,3015.446003
VDS0036,VDS0067,3321.019333
VDS0036,VDS0068,1757.476239
VDS0036,VDS0069,1749.986747
VDS0036,VDS0070,2233.657984
VDS0036,VDS0071,1117.721002
VDS0036,VDS0072,1123.815375
VDS0036,VDS0073,3596.09452
VDS0036,VDS0074,3375.938574
VDS0036,VDS0075,2523.22448
VDS0036,VDS0076,2566.155709
VDS0036,VDS0077,2068.110761
VDS0036,VDS0078,727.7297311
VDS0036,VDS0079,1870.490397
VDS0036,VDS0080,1921.82263
VDS0036,VDS0081,2304.784805
VDS0036,VDS0082,2281.823278
VDS0036,VDS0083,4099.533979
VDS0036,VDS0084,2875.581912
VDS0036,VDS0085,2816.644646
VDS0036,VDS0086,2776.009177
VDS0036,VDS0087,4698.378293
VDS0036,VDS0088,5243.913902
VDS0036,VDS0089,4902.98149
VDS0036,VDS0090,8167.797109
VDS0036,VDS0091,8255.675473
VDS0036,VDS0092,7457.131412
VDS0036,VDS0093,7880.598807
VDS0036,VDS0094,7823.733254
VDS0036,VDS0095,10073.40502
VDS0036,VDS0096,10026.56838
VDS0036,VDS0097,9270.929583
VDS0036,VDS0098,9253.112476
VDS0036,VDS0099,9382.850671
VDS0036,VDS0100,9409.307659
VDS0036,VDS0101,7906.394134
VDS0036,VDS0102,7866.797973
VDS0036,VDS0103,6743.309163
VDS0036,VDS0104,6754.522952
VDS0036,VDS0105,7218.970781
VDS0036,VDS0107,6385.463948
VDS0036,VDS0108,6355.33493
VDS0036,VDS0109,6925.184551
VDS0036,VDS0110,6933.408626
VDS0036,VDS0112,6742.648526
VDS0036,VDS0113,6720.87367
VDS0036,VDS0116,11740.29444
VDS0036,VDS0117,11700.23957
VDS0036,VDS0118,6547.576124
VDS0037,VDS0005,11881.11015
VDS0037,VDS0006,11801.66448
VDS0037,VDS0007,8672.510353
VDS0037,VDS0008,8635.489671
VDS0037,VDS0009,8266.718704
VDS0037,VDS0010,8353.621783
VDS0037,VDS0011,6408.648758
VDS0037,VDS0012,6462.928602
VDS0037,VDS0013,5888.197931
VDS0037,VDS0014,5990.194879
VDS0037,VDS0015,4955.499792
VDS0037,VDS0016,4698.748826
VDS0037,VDS0017,6078.792985
VDS0037,VDS0018,5124.037498
VDS0037,VDS0019,4908.77168
VDS0037,VDS0020,3841.382912
VDS0037,VDS0021,3927.761532
VDS0037,VDS0022,6311.948087
VDS0037,VDS0023,6305.625315
VDS0037,VDS0024,5543.892273
VDS0037,VDS0025,5360.784767
VDS0037,VDS0026,3446.841705
VDS0037,VDS0027,3796.329359
VDS0037,VDS0028,2228.272355
VDS0037,VDS0029,2157.596966
VDS0037,VDS0030,2299.704013
VDS0037,VDS0031,2314.539532
VDS0037,VDS0032,525.1089541
VDS0037,VDS0033,497.1637762
VDS0037,VDS0034,2247.037618
VDS0037,VDS0035,2178.185577
VDS0037,VDS0036,66.14115816
VDS0037,VDS0037,0.0
VDS0037,VDS0038,1655.984835
VDS0037,VDS0039,1711.390009
VDS0037,VDS0040,2347.492056
VDS0037,VDS0041,4596.31195
VDS0037,VDS0042,4552.984523
VDS0037,VDS0043,3897.050582
VDS0037,VDS0044,3859.749391
VDS0037,VDS0045,9889.549552
VDS0037,VDS0046,9787.953087
VDS0037,VDS0047,5079.991965
VDS0037,VDS0048,4849.666233
VDS0037,VDS0049,3852.118975
VDS0037,VDS0050,3869.536248
VDS0037,VDS0051,3405.691262
VDS0037,VDS0052,3518.46118
VDS0037,VDS0053,4050.271669
VDS0037,VDS0054,4041.57209
VDS0037,VDS0059,5513.083158
VDS0037,VDS0060,5482.20057
VDS0037,VDS0063,3551.431775
VDS0037,VDS0064,3499.065724
VDS0037,VDS0065,3023.276976
VDS0037,VDS0066,3046.103335
VDS0037,VDS0067,3325.65127
VDS0037,VDS0068,1747.609736
VDS0037,VDS0069,1737.098027
VDS0037,VDS0070,2200.332515
VDS0037,VDS0071,1053.724226
VDS0037,VDS0072,1060.5203
VDS0037,VDS0073,3530.183077
VDS0037,VDS0074,3309.887802
VDS0037,VDS0075,2458.753764
VDS0037,VDS0076,2501.713619
VDS0037,VDS0077,2005.005508
VDS0037,VDS0078,770.7855442
VDS0037,VDS0079,1860.059168
VDS0037,VDS0080,1910.573526
VDS0037,VDS0081,2282.399351
VDS0037,VDS0082,2260.61549
VDS0037,VDS0083,4074.334851
VDS0037,VDS0084,2889.204081
VDS0037,VDS0085,2831.239769
VDS0037,VDS0086,2801.856362
VDS0037,VDS0087,4753.009397
VDS0037,VDS0088,5308.802176
VDS0037,VDS0089,4960.781591
VDS0037,VDS0090,8222.331076
VDS0037,VDS0091,8310.089297
VDS0037,VDS0092,7522.093203
VDS0037,VDS0093,7946.424768
VDS0037,VDS0094,7889.521137
VDS0037,VDS0095,10135.12877
VDS0037,VDS0096,10088.33956
VDS0037,VDS0097,9332.66491
VDS0037,VDS0098,9315.057677
VDS0037,VDS0099,9441.774398
VDS0037,VDS0100,9468.487207
VDS0037,VDS0101,7958.376789
VDS0037,VDS0102,7918.576948
VDS0037,VDS0103,6796.14147
VDS0037,VDS0104,6807.048725
VDS0037,VDS0105,7268.751892
VDS0037,VDS0107,6428.435854
VDS0037,VDS0108,6398.262475
VDS0037,VDS0109,6965.718744
VDS0037,VDS0110,6973.606681
VDS0037,VDS0112,6774.935502
VDS0037,VDS0113,6752.97387
VDS0037,VDS0116,11794.87746
VDS0037,VDS0117,11754.89391
VDS0037,VDS0118,6505.064339
VDS0038,VDS0005,13442.74209
VDS0038,VDS0006,13362.28266
VDS0038,VDS0007,9972.875076
VDS0038,VDS0008,9908.295109
VDS0038,VDS0009,8728.786083
VDS0038,VDS0010,8807.47661
VDS0038,VDS0011,7681.563244
VDS0038,VDS0012,7721.636414
VDS0038,VDS0013,6605.088086
VDS0038,VDS0014,6723.167613
VDS0038,VDS0015,6454.594814
VDS0038,VDS0016,6224.856492
VDS0038,VDS0017,7700.491267
VDS0038,VDS0018,6697.738585
VDS0038,VDS0019,6477.884843
VDS0038,VDS0020,5285.097026
VDS0038,VDS0021,5410.875628
VDS0038,VDS0022,7954.763891
VDS0038,VDS0023,7949.963144
VDS0038,VDS0024,7181.467507
VDS0038,VDS0025,6999.55467
VDS0038,VDS0026,5020.426949
VDS0038,VDS0027,5382.593317
VDS0038,VDS0028,2777.002156
VDS0038,VDS0029,3317.487885
VDS0038,VDS0030,3825.132881
VDS0038,VDS0031,3816.292973
VDS0038,VDS0032,1861.46261
VDS0038,VDS0033,1752.364861
VDS0038,VDS0034,3814.977646
VDS0038,VDS0035,3752.180307
VDS0038,VDS0036,1712.007276
VDS0038,VDS0037,1655.984835
VDS0038,VDS0038,0.0
VDS0038,VDS0039,56.11859294
VDS0038,VDS0040,691.5543679
VDS0038,VDS0041,6140.405989
VDS0038,VDS0042,6090.896814
VDS0038,VDS0043,5358.786829
VDS0038,VDS0044,5315.38958
VDS0038,VDS0045,11396.50913
VDS0038,VDS0046,11306.06905
VDS0038,VDS0047,6250.149763
VDS0038,VDS0048,6031.706066
VDS0038,VDS0049,4769.613358
VDS0038,VDS0050,4775.239558
VDS0038,VDS0051,2510.853787
VDS0038,VDS0052,2651.566272
