from,to,cost
VDS0091,VDS0032,7790.266139
VDS0091,VDS0033,7844.56031
VDS0091,VDS0034,8680.325062
VDS0091,VDS0035,8634.713699
VDS0091,VDS0036,8255.675473
VDS0091,VDS0037,8310.089297
VDS0091,VDS0038,9080.316899
VDS0091,VDS0039,9117.781105
VDS0091,VDS0040,9461.570172
VDS0091,VDS0041,9627.172757
VDS0091,VDS0042,9653.835403
VDS0091,VDS0043,9802.272341
VDS0091,VDS0044,9813.828881
VDS0091,VDS0045,13315.4669
VDS0091,VDS0046,13128.57893
VDS0091,VDS0047,11628.01302
VDS0091,VDS0048,11429.57678
VDS0091,VDS0049,11306.26653
VDS0091,VDS0050,11339.2275
VDS0091,VDS0051,11527.66399
VDS0091,VDS0052,11660.00506
VDS0091,VDS0053,12178.64633
VDS0091,VDS0054,12168.32701
VDS0091,VDS0059,7679.885887
VDS0091,VDS0060,7551.714292
VDS0091,VDS0063,4857.496406
VDS0091,VDS0064,4894.505068
VDS0091,VDS0065,5765.038625
VDS0091,VDS0066,5775.461584
VDS0091,VDS0067,6727.465024
VDS0091,VDS0068,7676.088744
VDS0091,VDS0069,7757.139225
VDS0091,VDS0070,8409.001431
VDS0091,VDS0071,9028.861961
VDS0091,VDS0072,9003.297221
VDS0091,VDS0073,11264.96048
VDS0091,VDS0074,11119.01042
VDS0091,VDS0075,10636.74115
VDS0091,VDS0076,10679.27056
VDS0091,VDS0077,10245.86309
VDS0091,VDS0078,8238.346837
VDS0091,VDS0079,9666.256945
VDS0091,VDS0080,9721.010137
VDS0091,VDS0081,10235.59789
VDS0091,VDS0082,10195.37328
VDS0091,VDS0083,11921.10368
VDS0091,VDS0084,9766.43219
VDS0091,VDS0085,9696.57103
VDS0091,VDS0086,9257.625573
VDS0091,VDS0087,7926.367106
VDS0091,VDS0088,5960.227809
VDS0091,VDS0089,3407.854835
VDS0091,VDS0090,91.69690517
VDS0091,VDS0091,0.0
VDS0091,VDS0092,3344.80739
VDS0091,VDS0093,5582.179742
VDS0091,VDS0094,5609.533608
VDS0091,VDS0095,8739.801267
VDS0091,VDS0096,8694.943546
VDS0091,VDS0097,8260.744726
VDS0091,VDS0098,8181.892074
VDS0091,VDS0099,9120.425742
VDS0091,VDS0100,9071.671977
VDS0091,VDS0101,9630.769814
VDS0091,VDS0102,9640.449059
VDS0091,VDS0103,8893.398142
VDS0091,VDS0104,8944.425982
VDS0091,VDS0105,9575.518185
VDS0091,VDS0107,9939.351278
VDS0091,VDS0108,9927.187669
VDS0091,VDS0109,10512.83627
VDS0091,VDS0110,10552.83658
VDS0091,VDS0112,11174.59586
VDS0091,VDS0113,11175.92545
VDS0091,VDS0116,11718.31626
VDS0091,VDS0117,11673.43847
VDS0091,VDS0118,11012.85552
VDS0092,VDS0005,5739.770951
VDS0092,VDS0006,5658.747603
VDS0092,VDS0007,1183.691292
VDS0092,VDS0008,1114.40633
VDS0092,VDS0009,4896.240177
VDS0092,VDS0010,4967.517008
VDS0092,VDS0011,1117.515252
VDS0092,VDS0012,1076.60668
VDS0092,VDS0013,3602.399179
VDS0092,VDS0014,3502.536945
VDS0092,VDS0015,2996.949252
VDS0092,VDS0016,3326.412366
VDS0092,VDS0017,3821.74609
VDS0092,VDS0018,3421.881539
VDS0092,VDS0019,3492.88405
VDS0092,VDS0020,3767.908639
VDS0092,VDS0021,3773.716471
VDS0092,VDS0022,4359.114397
VDS0092,VDS0023,4412.001966
VDS0092,VDS0024,4240.153843
VDS0092,VDS0025,4300.695096
VDS0092,VDS0026,4494.908123
VDS0092,VDS0027,4316.797846
VDS0092,VDS0028,6201.302676
VDS0092,VDS0029,5482.866445
VDS0092,VDS0030,5314.08947
VDS0092,VDS0031,5268.589314
VDS0092,VDS0032,7080.204232
VDS0092,VDS0033,7170.674021
VDS0092,VDS0034,7004.656047
VDS0092,VDS0035,6983.601942
VDS0092,VDS0036,7457.131412
VDS0092,VDS0037,7522.093203
VDS0092,VDS0038,8797.404164
VDS0092,VDS0039,8847.548822
VDS0092,VDS0040,9359.952565
VDS0092,VDS0041,7209.069954
VDS0092,VDS0042,7252.871611
VDS0092,VDS0043,7641.189896
VDS0092,VDS0044,7667.585072
VDS0092,VDS0045,10163.34816
VDS0092,VDS0046,9970.599034
VDS0092,VDS0047,9423.904802
VDS0092,VDS0048,9260.727178
VDS0092,VDS0049,9532.449701
VDS0092,VDS0050,9569.522492
VDS0092,VDS0051,10927.38473
VDS0092,VDS0052,11038.2311
VDS0092,VDS0053,11569.32192
VDS0092,VDS0054,11560.86222
VDS0092,VDS0059,4847.501211
VDS0092,VDS0060,4725.390953
VDS0092,VDS0063,4991.192943
VDS0092,VDS0064,4982.847019
VDS0092,VDS0065,6052.565383
VDS0092,VDS0066,6086.79581
VDS0092,VDS0067,7374.167572
VDS0092,VDS0068,7624.409665
VDS0092,VDS0069,7701.737508
VDS0092,VDS0070,8488.246759
VDS0092,VDS0071,8482.719314
VDS0092,VDS0072,8471.811323
VDS0092,VDS0073,10963.30158
VDS0092,VDS0074,10765.29237
VDS0092,VDS0075,9979.371289
VDS0092,VDS0076,10022.16578
VDS0092,VDS0077,9515.562702
VDS0092,VDS0078,7146.98493
VDS0092,VDS0079,8311.833906
VDS0092,VDS0080,8359.21394
VDS0092,VDS0081,8879.835745
VDS0092,VDS0082,8833.087932
VDS0092,VDS0083,10312.37443
VDS0092,VDS0084,7975.592946
VDS0092,VDS0085,7915.546666
VDS0092,VDS0086,7420.632317
VDS0092,VDS0087,5338.680552
VDS0092,VDS0088,3264.423385
VDS0092,VDS0089,3202.798878
VDS0092,VDS0090,3284.211709
VDS0092,VDS0091,3344.80739
VDS0092,VDS0092,0.0
VDS0092,VDS0093,2240.789926
VDS0092,VDS0094,2265.867236
VDS0092,VDS0095,5448.638681
VDS0092,VDS0096,5401.867025
VDS0092,VDS0097,4927.936035
VDS0092,VDS0098,4850.627856
VDS0092,VDS0099,5775.904575
VDS0092,VDS0100,5727.731581
VDS0092,VDS0101,6411.546325
VDS0092,VDS0102,6427.576018
VDS0092,VDS0103,5816.869957
VDS0092,VDS0104,5869.711086
VDS0092,VDS0105,6464.257009
VDS0092,VDS0107,7043.968895
VDS0092,VDS0108,7037.677901
VDS0092,VDS0109,7560.844762
VDS0092,VDS0110,7603.959735
VDS0092,VDS0112,8357.38359
VDS0092,VDS0113,8364.435169
VDS0092,VDS0116,8391.23682
VDS0092,VDS0117,8346.053721
VDS0092,VDS0118,12096.3138
VDS0093,VDS0005,4082.399545
VDS0093,VDS0006,3999.444917
VDS0093,VDS0007,2201.803418
VDS0093,VDS0008,2409.816479
VDS0093,VDS0009,7125.810905
VDS0093,VDS0010,7199.240363
VDS0093,VDS0011,2625.307898
VDS0093,VDS0012,2683.058634
VDS0093,VDS0013,5551.156557
VDS0093,VDS0014,5474.550907
VDS0093,VDS0015,2997.421543
VDS0093,VDS0016,3248.421599
VDS0093,VDS0017,2519.530033
VDS0093,VDS0018,2908.590522
VDS0093,VDS0019,3098.874168
VDS0093,VDS0020,4172.634174
VDS0093,VDS0021,4039.664724
VDS0093,VDS0022,2854.544584
VDS0093,VDS0023,2905.603737
VDS0093,VDS0024,3131.18002
VDS0093,VDS0025,3272.944555
VDS0093,VDS0026,4523.651644
VDS0093,VDS0027,4206.714788
VDS0093,VDS0028,7206.726377
VDS0093,VDS0029,6236.227416
VDS0093,VDS0030,5650.55148
VDS0093,VDS0031,5646.168433
VDS0093,VDS0032,7604.817455
VDS0093,VDS0033,7710.081011
VDS0093,VDS0034,6791.080929
VDS0093,VDS0035,6793.82308
VDS0093,VDS0036,7880.598807
VDS0093,VDS0037,7946.424768
VDS0093,VDS0038,9450.290385
VDS0093,VDS0039,9504.921882
VDS0093,VDS0040,10088.91418
VDS0093,VDS0041,6251.794253
VDS0093,VDS0042,6310.324026
VDS0093,VDS0043,6912.524767
VDS0093,VDS0044,6951.299268
VDS0093,VDS0045,8220.642345
VDS0093,VDS0046,8023.006952
VDS0093,VDS0047,8532.244056
VDS0093,VDS0048,8411.660323
VDS0093,VDS0049,9025.017807
VDS0093,VDS0050,9063.426057
VDS0093,VDS0051,11242.25471
VDS0093,VDS0052,11332.8683
VDS0093,VDS0053,11847.83359
VDS0093,VDS0054,11841.03144
VDS0093,VDS0059,3648.463509
VDS0093,VDS0060,3556.55704
VDS0093,VDS0063,6306.191818
VDS0093,VDS0064,6276.4284
VDS0093,VDS0065,7294.223977
VDS0093,VDS0066,7336.537303
VDS0093,VDS0067,8667.016576
VDS0093,VDS0068,8513.866695
VDS0093,VDS0069,8582.133962
VDS0093,VDS0070,9385.531188
VDS0093,VDS0071,8987.368432
VDS0093,VDS0072,8987.124988
VDS0093,VDS0073,11476.39764
VDS0093,VDS0074,11254.0039
VDS0093,VDS0075,10306.12827
VDS0093,VDS0076,10346.59468
VDS0093,VDS0077,9820.211992
VDS0093,VDS0078,7390.85688
VDS0093,VDS0079,8239.744169
VDS0093,VDS0080,8277.327338
VDS0093,VDS0081,8762.433224
VDS0093,VDS0082,8713.928095
VDS0093,VDS0083,9900.547378
VDS0093,VDS0084,7564.866205
VDS0093,VDS0085,7518.725263
VDS0093,VDS0086,7019.394052
VDS0093,VDS0087,4400.108584
VDS0093,VDS0088,2710.983372
VDS0093,VDS0089,4770.602494
VDS0093,VDS0090,5523.295863
VDS0093,VDS0091,5582.179742
VDS0093,VDS0092,2240.789926
VDS0093,VDS0093,0.0
VDS0093,VDS0094,72.67351726
VDS0093,VDS0095,3253.91007
VDS0093,VDS0096,3205.242609
VDS0093,VDS0097,2690.171568
VDS0093,VDS0098,2614.166143
VDS0093,VDS0099,3540.633544
VDS0093,VDS0100,3490.298139
VDS0093,VDS0101,4447.008163
VDS0093,VDS0102,4473.52161
VDS0093,VDS0103,4121.862014
VDS0093,VDS0104,4173.883752
VDS0093,VDS0105,4675.137444
VDS0093,VDS0107,5530.640753
VDS0093,VDS0108,5532.468558
VDS0093,VDS0109,5945.246786
VDS0093,VDS0110,5990.405123
VDS0093,VDS0112,6872.484145
VDS0093,VDS0113,6885.987012
VDS0093,VDS0116,6154.329928
VDS0093,VDS0117,6109.007692
VDS0093,VDS0118,13379.30295
VDS0094,VDS0005,4122.122566
VDS0094,VDS0006,4039.281518
VDS0094,VDS0007,2258.120921
VDS0094,VDS0008,2463.24172
VDS0094,VDS0009,7144.433025
VDS0094,VDS0010,7218.434812
VDS0094,VDS0011,2619.128823
VDS0094,VDS0012,2679.253858
VDS0094,VDS0013,5546.656371
VDS0094,VDS0014,5471.44041
VDS0094,VDS0015,2943.197183
VDS0094,VDS0016,3190.959775
VDS0094,VDS0017,2446.937113
VDS0094,VDS0018,2844.105037
VDS0094,VDS0019,3035.74925
VDS0094,VDS0020,4121.97099
VDS0094,VDS0021,3986.302565
VDS0094,VDS0022,2782.562132
VDS0094,VDS0023,2833.679398
VDS0094,VDS0024,3058.960007
VDS0094,VDS0025,3201.079656
VDS0094,VDS0026,4463.886558
VDS0094,VDS0027,4145.143063
VDS0094,VDS0028,7164.526298
VDS0094,VDS0029,6188.814201
VDS0094,VDS0030,5594.612719
VDS0094,VDS0031,5591.103395
VDS0094,VDS0032,7550.322233
VDS0094,VDS0033,7655.805275
VDS0094,VDS0034,6724.357766
VDS0094,VDS0035,6727.419315
VDS0094,VDS0036,7823.733254
VDS0094,VDS0037,7889.521137
VDS0094,VDS0038,9397.171538
VDS0094,VDS0039,9451.869677
VDS0094,VDS0040,10037.15768
VDS0094,VDS0041,6179.222468
VDS0094,VDS0042,6237.778723
VDS0094,VDS0043,6840.741962
VDS0094,VDS0044,6879.578751
VDS0094,VDS0045,8162.800529
VDS0094,VDS0046,7965.318523
VDS0094,VDS0047,8459.646798
VDS0094,VDS0048,8339.16171
VDS0094,VDS0049,8954.244139
VDS0094,VDS0050,8992.654496
VDS0094,VDS0051,11181.44319
VDS0094,VDS0052,11271.6666
VDS0094,VDS0053,11786.17983
VDS0094,VDS0054,11779.4084
VDS0094,VDS0059,3575.799118
VDS0094,VDS0060,3483.944343
VDS0094,VDS0063,6274.686155
VDS0094,VDS0064,6244.280709
VDS0094,VDS0065,7258.889358
VDS0094,VDS0066,7301.403407
VDS0094,VDS0067,8631.862702
VDS0094,VDS0068,8467.173868
VDS0094,VDS0069,8535.14854
VDS0094,VDS0070,9338.361788
VDS0094,VDS0071,8931.338105
VDS0094,VDS0072,8931.317592
VDS0094,VDS0073,11419.27212
VDS0094,VDS0074,11196.47548
VDS0094,VDS0075,10245.90657
VDS0094,VDS0076,10286.31277
VDS0094,VDS0077,9759.814313
VDS0094,VDS0078,7330.939446
VDS0094,VDS0079,8174.08196
VDS0094,VDS0080,8211.507636
VDS0094,VDS0081,8695.899066
VDS0094,VDS0082,8647.391706
VDS0094,VDS0083,9830.383715
VDS0094,VDS0084,7495.403651
VDS0094,VDS0085,7449.424128
VDS0094,VDS0086,6950.277662
VDS0094,VDS0087,4328.027168
VDS0094,VDS0088,2646.690132
VDS0094,VDS0089,4751.520992
VDS0094,VDS0090,5549.801647
VDS0094,VDS0091,5609.533608
VDS0094,VDS0092,2265.867236
VDS0094,VDS0093,72.67351726
VDS0094,VDS0094,0.0
VDS0094,VDS0095,3249.386132
VDS0094,VDS0096,3200.390305
VDS0094,VDS0097,2671.932973
VDS0094,VDS0098,2596.969363
VDS0094,VDS0099,3511.171134
VDS0094,VDS0100,3462.154742
VDS0094,VDS0101,4388.129554
VDS0094,VDS0102,4414.172818
VDS0094,VDS0103,4053.864549
VDS0094,VDS0104,4105.951656
VDS0094,VDS0105,4609.954701
VDS0094,VDS0107,5460.508602
VDS0094,VDS0108,5462.231358
VDS0094,VDS0109,5876.908719
VDS0094,VDS0110,5922.051446
VDS0094,VDS0112,6802.488247
VDS0094,VDS0113,6815.912304
VDS0094,VDS0116,6135.459999
VDS0094,VDS0117,6090.058052
VDS0094,VDS0118,13341.23843
VDS0095,VDS0005,2452.061191
VDS0095,VDS0006,2408.478494
VDS0095,VDS0007,5038.847681
VDS0095,VDS0008,5286.991796
VDS0095,VDS0009,10343.2583
VDS0095,VDS0010,10413.17345
VDS0095,VDS0011,5857.64709
VDS0095,VDS0012,5922.697465
VDS0095,VDS0013,8784.412754
VDS0095,VDS0014,8713.057088
VDS0095,VDS0015,5597.421736
VDS0095,VDS0016,5718.377899
VDS0095,VDS0017,4061.148195
VDS0095,VDS0018,5140.002707
VDS0095,VDS0019,5363.292193
VDS0095,VDS0020,6774.816709
VDS0095,VDS0021,6569.83666
VDS0095,VDS0022,3856.083877
VDS0095,VDS0023,3871.664339
VDS0095,VDS0024,4598.550568
VDS0095,VDS0025,4783.239586
VDS0095,VDS0026,6772.182454
VDS0095,VDS0027,6401.135979
VDS0095,VDS0028,9923.860727
VDS0095,VDS0029,8836.457149
VDS0095,VDS0030,7982.972578
VDS0095,VDS0031,8013.389197
VDS0095,VDS0032,9910.987651
VDS0095,VDS0033,10021.75157
VDS0095,VDS0034,8432.54865
VDS0095,VDS0035,8462.011159
VDS0095,VDS0036,10073.40502
VDS0095,VDS0037,10135.12877
VDS0095,VDS0038,11761.38351
VDS0095,VDS0039,11817.49685
VDS0095,VDS0040,12441.19038
VDS0095,VDS0041,6987.520399
VDS0095,VDS0042,7058.179163
VDS0095,VDS0043,7878.855419
VDS0095,VDS0044,7929.502722
VDS0095,VDS0045,6545.912666
VDS0095,VDS0046,6352.528427
VDS0095,VDS0047,9046.687855
VDS0095,VDS0048,9005.885484
VDS0095,VDS0049,10054.58414
VDS0095,VDS0050,10091.36161
VDS0095,VDS0051,13127.1659
VDS0095,VDS0052,13191.50869
VDS0095,VDS0053,13665.94039
VDS0095,VDS0054,13661.27644
VDS0095,VDS0059,4746.448345
VDS0095,VDS0060,4740.741397
VDS0095,VDS0063,9264.259746
VDS0095,VDS0064,9223.936675
VDS0095,VDS0065,10166.37618
VDS0095,VDS0066,10212.11859
VDS0095,VDS0067,11524.84223
VDS0095,VDS0068,11076.01028
VDS0095,VDS0069,11133.6437
VDS0095,VDS0070,11915.56038
VDS0095,VDS0071,11183.77111
VDS0095,VDS0072,11193.74256
VDS0095,VDS0073,13561.33389
VDS0095,VDS0074,13322.80155
VDS0095,VDS0075,12249.5984
VDS0095,VDS0076,12285.47813
VDS0095,VDS0077,11766.87926
VDS0095,VDS0078,9451.589566
VDS0095,VDS0079,9886.818225
VDS0095,VDS0080,9909.76502
VDS0095,VDS0081,10311.40027
VDS0095,VDS0082,10264.88096
VDS0095,VDS0083,10987.50378
VDS0095,VDS0084,8872.856977
VDS0095,VDS0085,8849.796177
VDS0095,VDS0086,8407.111017
VDS0095,VDS0087,5610.057776
VDS0095,VDS0088,4989.281715
VDS0095,VDS0089,7908.72211
VDS0095,VDS0090,8689.036575
VDS0095,VDS0091,8739.801267
VDS0095,VDS0092,5448.638681
VDS0095,VDS0093,3253.91007
VDS0095,VDS0094,3249.386132
VDS0095,VDS0095,0.0
VDS0095,VDS0096,50.97388794
VDS0095,VDS0097,802.4841585
VDS0095,VDS0098,825.2558597
VDS0095,VDS0099,1227.212659
VDS0095,VDS0100,1144.491553
VDS0095,VDS0101,3439.690172
VDS0095,VDS0102,3493.572723
VDS0095,VDS0103,4046.12074
VDS0095,VDS0104,4074.077642
VDS0095,VDS0105,4137.149682
VDS0095,VDS0107,5410.774415
VDS0095,VDS0108,5429.644677
VDS0095,VDS0109,5496.358969
VDS0095,VDS0110,5536.365413
VDS0095,VDS0112,6536.21583
VDS0095,VDS0113,6561.150933
VDS0095,VDS0116,3028.358166
VDS0095,VDS0117,2985.565595
VDS0095,VDS0118,16127.63819
VDS0096,VDS0005,2467.786061
VDS0096,VDS0006,2422.794876
VDS0096,VDS0007,4997.429967
VDS0096,VDS0008,5245.375893
VDS0096,VDS0009,10296.81546
VDS0096,VDS0010,10366.85913
VDS0096,VDS0011,5807.942754
VDS0096,VDS0012,5873.156641
VDS0096,VDS0013,8734.566431
VDS0096,VDS0014,8663.347489
VDS0096,VDS0015,5546.964441
VDS0096,VDS0016,5668.38903
VDS0096,VDS0017,4013.653709
VDS0096,VDS0018,5090.611576
VDS0096,VDS0019,5313.926921
VDS0096,VDS0020,6724.690381
VDS0096,VDS0021,6519.935442
VDS0096,VDS0022,3811.678727
VDS0096,VDS0023,3827.596903
VDS0096,VDS0024,4552.676882
VDS0096,VDS0025,4737.422851
VDS0096,VDS0026,6723.747352
VDS0096,VDS0027,6352.801439
VDS0096,VDS0028,9873.764787
VDS0096,VDS0029,8786.772149
VDS0096,VDS0030,7934.552693
VDS0096,VDS0031,7964.772788
VDS0096,VDS0032,9863.291259
VDS0096,VDS0033,9974.043291
VDS0096,VDS0034,8389.563522
VDS0096,VDS0035,8418.806276
VDS0096,VDS0036,10026.56838
VDS0096,VDS0037,10088.33956
VDS0096,VDS0038,11714.0311
VDS0096,VDS0039,11770.14315
VDS0096,VDS0040,12393.6414
VDS0096,VDS0041,6952.387251
VDS0096,VDS0042,7022.998524
VDS0096,VDS0043,7842.145674
VDS0096,VDS0044,7892.711481
VDS0096,VDS0045,6548.08639
VDS0096,VDS0046,6354.31931
VDS0096,VDS0047,9016.356179
VDS0096,VDS0048,8974.52319
VDS0096,VDS0049,10018.80429
VDS0096,VDS0050,10055.62176
VDS0096,VDS0051,13083.68801
VDS0096,VDS0052,13148.29214
VDS0096,VDS0053,13623.21529
VDS0096,VDS0054,13618.52969
VDS0096,VDS0059,4703.75681
VDS0096,VDS0060,4697.310401
VDS0096,VDS0063,9213.349439
VDS0096,VDS0064,9173.042619
VDS0096,VDS0065,10115.7013
VDS0096,VDS0066,10161.43539
VDS0096,VDS0067,11474.27779
VDS0096,VDS0068,11026.86317
VDS0096,VDS0069,11084.56769
VDS0096,VDS0070,11866.71386
VDS0096,VDS0071,11137.17895
VDS0096,VDS0072,11147.0732
VDS0096,VDS0073,13516.13106
VDS0096,VDS0074,13277.69735
VDS0096,VDS0075,12205.381
VDS0096,VDS0076,12241.31063
VDS0096,VDS0077,11722.51289
VDS0096,VDS0078,9405.570908
VDS0096,VDS0079,9844.543926
VDS0096,VDS0080,9867.639048
VDS0096,VDS0081,10270.2585
VDS0096,VDS0082,10223.6991
VDS0096,VDS0083,10951.57191
VDS0096,VDS0084,8833.342059
VDS0096,VDS0085,8810.032114
VDS0096,VDS0086,8366.481155
VDS0096,VDS0087,5568.067026
VDS0096,VDS0088,4939.585384
VDS0096,VDS0089,7857.971499
VDS0096,VDS0090,8643.968082
VDS0096,VDS0091,8694.943546
VDS0096,VDS0092,5401.867025
VDS0096,VDS0093,3205.242609
VDS0096,VDS0094,3200.390305
VDS0096,VDS0095,50.97388794
VDS0096,VDS0096,0.0
VDS0096,VDS0097,755.7990949
VDS0096,VDS0098,776.6971739
VDS0096,VDS0099,1215.892341
VDS0096,VDS0100,1132.387436
VDS0096,VDS0101,3419.315485
VDS0096,VDS0102,3472.994701
VDS0096,VDS0103,4013.948911
VDS0096,VDS0104,4042.347747
VDS0096,VDS0105,4112.124529
VDS0096,VDS0107,5383.601583
VDS0096,VDS0108,5402.278619
VDS0096,VDS0109,5474.25763
VDS0096,VDS0110,5514.440248
VDS0096,VDS0112,6514.526978
VDS0096,VDS0113,6539.332925
VDS0096,VDS0116,3067.383874
VDS0096,VDS0117,3024.413583
VDS0096,VDS0118,16077.77428
VDS0097,VDS0005,3033.76282
VDS0097,VDS0006,2976.499876
VDS0097,VDS0007,4668.879444
VDS0097,VDS0008,4909.68398
VDS0097,VDS0009,9815.828247
VDS0097,VDS0010,9889.3934
VDS0097,VDS0011,5226.879377
VDS0097,VDS0012,5299.063944
VDS0097,VDS0013,8139.809533
VDS0097,VDS0014,8074.789673
VDS0097,VDS0015,4825.929534
VDS0097,VDS0016,4935.244096
VDS0097,VDS0017,3259.140549
VDS0097,VDS0018,4348.409104
VDS0097,VDS0019,4571.321663
VDS0097,VDS0020,5993.893124
VDS0097,VDS0021,5784.737193
VDS0097,VDS0022,3059.699353
VDS0097,VDS0023,3076.831074
VDS0097,VDS0024,3797.210671
VDS0097,VDS0025,3982.017102
VDS0097,VDS0026,5972.941018
VDS0097,VDS0027,5601.459561
VDS0097,VDS0028,9141.421064
VDS0097,VDS0029,8047.518414
VDS0097,VDS0030,7183.581937
VDS0097,VDS0031,7214.996596
VDS0097,VDS0032,9109.221609
VDS0097,VDS0033,9220.008002
VDS0097,VDS0034,7642.189911
VDS0097,VDS0035,7670.502086
VDS0097,VDS0036,9270.929583
VDS0097,VDS0037,9332.66491
VDS0097,VDS0038,10959.10375
VDS0097,VDS0039,11015.21825
VDS0097,VDS0040,11639.1531
VDS0097,VDS0041,6258.837301
VDS0097,VDS0042,6328.960632
VDS0097,VDS0043,7134.767701
VDS0097,VDS0044,7184.654976
VDS0097,VDS0045,6306.968495
VDS0097,VDS0046,6109.053469
VDS0097,VDS0047,8364.585429
VDS0097,VDS0048,8312.913747
VDS0097,VDS0049,9317.582961
VDS0097,VDS0050,9354.705696
VDS0097,VDS0051,12334.01952
VDS0097,VDS0052,12399.62459
VDS0097,VDS0053,12876.56679
VDS0097,VDS0054,12871.78751
VDS0097,VDS0059,3958.675288
VDS0097,VDS0060,3948.793859
VDS0097,VDS0063,8514.992013
VDS0097,VDS0064,8472.904187
VDS0097,VDS0065,9400.727176
VDS0097,VDS0066,9446.834781
VDS0097,VDS0067,10754.40489
VDS0097,VDS0068,10281.08236
VDS0097,VDS0069,10338.13163
VDS0097,VDS0070,11118.35983
VDS0097,VDS0071,10381.40511
VDS0097,VDS0072,10391.32914
VDS0097,VDS0073,12761.53564
VDS0097,VDS0074,12523.29442
VDS0097,VDS0075,11453.23675
VDS0097,VDS0076,11489.31779
VDS0097,VDS0077,10969.94116
VDS0097,VDS0078,8649.924355
VDS0097,VDS0079,9100.242266
VDS0097,VDS0080,9124.055538
VDS0097,VDS0081,9531.781367
VDS0097,VDS0082,9485.006801
VDS0097,VDS0083,10248.73081
VDS0097,VDS0084,8105.085258
VDS0097,VDS0085,8080.162176
VDS0097,VDS0086,7631.35986
VDS0097,VDS0087,4826.200935
VDS0097,VDS0088,4201.709128
VDS0097,VDS0089,7212.029536
VDS0097,VDS0090,8204.344562
VDS0097,VDS0091,8260.744726
VDS0097,VDS0092,4927.936035
VDS0097,VDS0093,2690.171568
VDS0097,VDS0094,2671.932973
VDS0097,VDS0095,802.4841585
VDS0097,VDS0096,755.7990949
VDS0097,VDS0097,0.0
VDS0097,VDS0098,85.0014492
VDS0097,VDS0099,983.2377672
VDS0097,VDS0100,908.4289557
VDS0097,VDS0101,2906.176486
VDS0097,VDS0102,2956.368395
VDS0097,VDS0103,3356.047132
VDS0097,VDS0104,3388.867268
VDS0097,VDS0105,3533.021594
VDS0097,VDS0107,4772.280468
VDS0097,VDS0108,4788.765935
VDS0097,VDS0109,4920.363206
VDS0097,VDS0110,4962.416315
VDS0097,VDS0112,5960.860054
VDS0097,VDS0113,5984.069327
VDS0097,VDS0116,3464.164429
VDS0097,VDS0117,3418.854569
VDS0097,VDS0118,15340.5779
VDS0098,VDS0005,2998.286643
VDS0098,VDS0006,2939.487411
VDS0098,VDS0007,4585.335388
VDS0098,VDS0008,4826.374262
VDS0098,VDS0009,9739.974005
VDS0098,VDS0010,9813.310598
VDS0098,VDS0011,5158.831795
VDS0098,VDS0012,5230.278093
VDS0098,VDS0013,8074.076438
VDS0098,VDS0014,8008.313068
VDS0098,VDS0015,4784.160055
VDS0098,VDS0016,4898.279591
VDS0098,VDS0017,3238.413658
VDS0098,VDS0018,4316.020228
VDS0098,VDS0019,4539.198315
VDS0098,VDS0020,5956.047842
VDS0098,VDS0021,5748.817775
VDS0098,VDS0022,3053.917381
VDS0098,VDS0023,3072.447903
VDS0098,VDS0024,3784.452302
VDS0098,VDS0025,3969.442068
VDS0098,VDS0026,5947.050443
VDS0098,VDS0027,5576.11807
VDS0098,VDS0028,9104.459475
VDS0098,VDS0029,8013.747352
VDS0098,VDS0030,7157.855519
VDS0098,VDS0031,7188.144086
VDS0098,VDS0032,9087.357806
VDS0098,VDS0033,9198.085173
VDS0098,VDS0034,7639.4674
VDS0098,VDS0035,7667.018215
VDS0098,VDS0036,9253.112476
VDS0098,VDS0037,9315.057677
VDS0098,VDS0038,10938.88759
VDS0098,VDS0039,10994.99541
VDS0098,VDS0040,11618.00093
VDS0098,VDS0041,6279.406316
VDS0098,VDS0042,6349.36162
VDS0098,VDS0043,7150.797124
VDS0098,VDS0044,7200.447071
VDS0098,VDS0045,6383.146483
VDS0098,VDS0046,6185.080325
VDS0098,VDS0047,8394.834025
VDS0098,VDS0048,8340.997541
VDS0098,VDS0049,9335.089103
VDS0098,VDS0050,9372.298697
VDS0098,VDS0051,12328.96419
VDS0098,VDS0052,12395.44255
VDS0098,VDS0053,12873.95887
VDS0098,VDS0054,12869.10983
VDS0098,VDS0059,3958.711975
VDS0098,VDS0060,3946.085284
VDS0098,VDS0063,8467.057092
VDS0098,VDS0064,8425.420802
VDS0098,VDS0065,9357.513105
VDS0098,VDS0066,9403.508129
VDS0098,VDS0067,10712.84328
VDS0098,VDS0068,10251.19987
VDS0098,VDS0069,10308.69868
VDS0098,VDS0070,11090.35078
VDS0098,VDS0071,10364.62678
VDS0098,VDS0072,10374.21444
VDS0098,VDS0073,12750.27659
VDS0098,VDS0074,12512.42067
VDS0098,VDS0075,11445.68403
VDS0098,VDS0076,11481.93975
VDS0098,VDS0077,10961.89429
VDS0098,VDS0078,8635.673976
VDS0098,VDS0079,9099.57515
VDS0098,VDS0080,9123.861988
VDS0098,VDS0081,9534.586347
VDS0098,VDS0082,9487.69874
VDS0098,VDS0083,10265.59531
VDS0098,VDS0084,8113.061678
VDS0098,VDS0085,8087.427623
VDS0098,VDS0086,7636.203422
VDS0098,VDS0087,4828.011736
